Predictable-Short,Unpredictable-Short,Predictable-Long,Unpredictable-Long
1.54970780542146,Inf,1.01607669831056,Inf
1.16664826731225,Inf,1.04307578618936,Inf
1.23728399875874,1.44898068259072,1.38139669554513,1.51564550981801
1.50182125212247,Inf,1.59999751783334,1.89973148440132
3.0530253404694,Inf,Inf,1.83067102795431
3.02142380438591,Inf,Inf,Inf
Inf,Inf,Inf,Inf
2.2895225357667,Inf,1.83722846485442,2.10802959844751
