Predictable-Short,Unpredictable-Short,Predictable-Long,Unpredictable-Long
0.4,0.6,0.523809523809524,0.533333333333333
0.647058823529412,0.625,0.684210526315789,1
0.5,0.6,0.466666666666667,0.153846153846154
0.714285714285714,0.7,0.739130434782609,0.8
0.95,0.666666666666667,0.933333333333333,1
0.333333333333333,0.444444444444444,0.272727272727273,0.25
0.526315789473684,0.357142857142857,0.473684210526316,0.5
0.75,0.588235294117647,0.8,0.8
