Predictable-Short,Unpredictable-Short,Predictable-Long,Unpredictable-Long
0.945945945945946,0.8125,0.945945945945946,0.933333333333333
0.975609756097561,0.91304347826087,0.952380952380952,0.958333333333333
0.8,0.75,0.810810810810811,0.777777777777778
0.96875,0.95,1,0.92
