Predictable-Short,Unpredictable-Short,Predictable-Long,Unpredictable-Long
1.26964799509088,0.948292968498208,1.07045645280032,0.851713244714639
0.704287796857248,0.864754331334552,1.08738414059999,0.945895672299821
1.15761434699963,0.707763725999939,1.15601741981827,1.43294333342877
0.729055357000107,0.632470142249986,1.0118900776004,0.840773094599854
1.53564464739993,0.633089505200314,1.45213800457129,1.91409900475003
0.989399924499776,0.893371400444671,0.929945661846309,1.00972152557129
1.10761848828517,1.23599308625006,1.31437799387518,0.924864174000049
0.779092192166748,1.19142735942819,0.861333446420986,0.847479436857741
1.1769218705002,0.694788720600081,1.07564334742821,0.931466274749766
1.07228213049962,1.48930607600111,1.28074303300001,0.986611916333838
