code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
573,0.65,3,4,2,0.615876956000648,2,189,7,4,1.21286528099972,4,1,0.615876956000648,4,0,1,0,0,NaN,NaN,2
646,1.4,1,8,1,2.12709714100038,2,262,16,2,0.960034703999554,2,0,NaN,NaN,0,0,1,0,NaN,NaN,2
435,1.4,1,4,1,1.80874485999993,1,51,2,2,0.79252458100018,2,1,1.80874485999993,2,1,0,0,0,-0.707106781186547,0.707106781186548,2
675,1.4,1,8,1,0.988634918000571,1,291,5,2,0.278387726999426,3,1,0.988634918000571,2,1,0,0,0,-0.923879532511287,-0.38268343236509,2
695,1.4,1,8,1,1.09648305800056,2,311,10,2,0.280480379999972,3,0,NaN,NaN,0,0,1,0,NaN,NaN,2
491,1.4,1,4,1,0.6835790669993,1,107,3,4,0.172232631999577,3,1,0.6835790669993,4,1,0,0,0,-0.707106781186548,-0.707106781186547,2
438,1.4,1,4,1,0.171367113999622,1,54,2,4,0.516025017999709,2,1,0.171367113999622,4,1,0,0,0,-0.707106781186547,0.707106781186548,2
387,1.4,1,4,1,0.482254743999874,1,3,1,4,0.17206253600034,1,1,0.482254743999874,4,1,0,0,0,0.707106781186548,0.707106781186547,2
749,0.65,3,8,1,0.993961293999746,1,365,7,3,0.834911367000132,4,1,0.993961293999746,3,1,0,0,0,0.38268343236509,-0.923879532511287,2
403,1.4,1,4,2,1.13367789600034,2,19,8,4,0.685365627000465,1,1,1.13367789600034,4,0,1,0,0,NaN,NaN,2
601,0.65,3,8,1,0.689912234999611,1,217,1,2,0.45172133899996,1,1,0.689912234999611,2,1,0,0,0,0.923879532511287,0.38268343236509,2
531,1.4,1,4,2,1.12742839299972,1,147,4,4,0.51547930400011,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
424,1.4,3,4,2,0.715950034999878,2,40,7,4,0.347045126000012,1,1,0.715950034999878,4,0,1,0,0,NaN,NaN,2
397,1.4,1,4,2,0.820752212999651,2,13,6,4,0.347069108000142,1,1,0.820752212999651,4,0,1,0,0,NaN,NaN,2
598,1.4,1,8,1,1.50361016999977,2,214,10,2,0.964431183999295,1,0,NaN,NaN,0,0,1,0,NaN,NaN,2
456,1.4,1,4,2,0.824855739999293,2,72,6,3,0.484439949999796,2,1,0.824855739999293,3,0,1,0,0,NaN,NaN,2
760,1.4,3,8,2,1.43301971599976,2,376,9,2,1.13988891000008,4,1,1.43301971599976,2,0,1,0,0,NaN,NaN,2
743,1.4,1,8,1,1.09165982000013,2,359,10,2,0.448661211999934,4,0,NaN,NaN,0,0,1,0,NaN,NaN,2
