code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
257,0.65,1,8,2,0.986238488000026,2,257,15,3,0.80145328499998,2,1,0.986238488000026,3,0,1,0,0,NaN,NaN,1
103,0.65,1,4,1,0.697981291000019,1,103,3,4,0.169134063000001,3,1,0.697981291000019,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
307,0.65,1,8,2,1.17400575800002,2,307,11,2,0.292911479000054,3,1,1.17400575800002,2,0,1,0,0,NaN,NaN,1
22,0.65,1,4,2,0.952430810999999,2,22,7,4,0.37410821200001,1,1,0.952430810999999,4,0,1,0,0,NaN,NaN,1
55,0.65,1,4,1,0.506438291999984,1,55,2,4,0.503263410999921,2,1,0.506438291999984,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
89,0.65,3,4,2,0.464632990999917,2,89,8,4,0.170642057000009,2,1,0.464632990999917,4,0,1,0,0,NaN,NaN,1
151,0.65,1,4,1,1.20441386499999,1,151,4,4,0.195336442999974,4,1,1.20441386499999,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
292,0.65,1,8,2,1.67010505199994,1,292,5,2,0.769324047000055,3,0,NaN,NaN,0,0,0,1,-0.923879532511287,-0.38268343236509,1
2,0.65,1,4,1,0.501359360000038,1,2,1,4,0.171156245999896,1,1,0.501359360000038,4,1,0,0,0,0.707106781186548,0.707106781186547,1
360,0.65,1,8,2,0.971160120999912,2,360,9,2,0.605959209999924,4,1,0.971160120999912,2,0,1,0,0,NaN,NaN,1
364,1.4,3,8,1,0.427792049999994,1,364,7,4,0.247484934999989,4,1,0.427792049999994,4,1,0,0,0,0.38268343236509,-0.923879532511287,1
169,0.65,3,4,1,1.12854951000008,1,169,4,4,0.256198004999987,4,1,1.12854951000008,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
233,0.65,3,8,2,1.63931193799999,2,233,16,2,0.451975883000046,1,1,1.63931193799999,2,0,1,0,0,NaN,NaN,1
106,0.65,1,4,1,0.623453691000009,1,106,3,4,0.199498259999928,3,1,0.623453691000009,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
310,0.65,1,8,2,1.00419090399998,2,310,15,2,0.279088158999912,3,1,1.00419090399998,2,0,1,0,0,NaN,NaN,1
348,0.65,1,8,1,0.620224166999947,1,348,8,4,0.351211743000022,4,1,0.620224166999947,4,1,0,0,0,0.923879532511287,-0.38268343236509,1
336,1.4,3,8,2,1.06531124900005,2,336,13,2,0.602044621000005,3,1,1.06531124900005,2,0,1,0,0,NaN,NaN,1
359,0.65,1,8,2,1.78137617699997,2,359,11,2,0.27226022100001,4,1,1.78137617699997,2,0,1,0,0,NaN,NaN,1
180,1.4,3,4,1,0.50521946899994,1,180,4,4,0.340005103000067,4,1,0.50521946899994,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
108,0.65,1,4,1,0.904519157000095,1,108,3,4,0.168817397999874,3,1,0.904519157000095,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
14,0.65,1,4,1,2.91696575900005,2,14,8,4,0.166618729999982,1,0,NaN,NaN,0,0,1,0,NaN,NaN,1
305,0.65,1,8,2,2.86673372399991,2,305,13,2,0.272648414000059,3,1,2.86673372399991,2,0,1,0,0,NaN,NaN,1
51,0.65,1,4,1,0.799161433000108,1,51,2,4,0.340050750000046,2,1,0.799161433000108,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
325,0.65,3,8,2,1.06954515799998,2,325,9,2,0.102289626000129,3,1,1.06954515799998,2,0,1,0,0,NaN,NaN,1
296,0.65,1,8,1,0.506499960000156,1,296,6,4,0.339065524999796,3,1,0.506499960000156,4,1,0,0,0,-0.38268343236509,-0.923879532511287,1
304,0.65,1,8,2,1.55999935399996,2,304,10,2,0.272657728000013,3,1,1.55999935399996,2,0,1,0,0,NaN,NaN,1
289,0.65,1,8,NaN,4.01097558000015,1,289,5,4,1.16750991899994,3,0,NaN,NaN,0,0,0,0,-0.923879532511287,-0.38268343236509,1
298,0.65,1,8,2,1.86557656299988,1,298,6,2,0.267697896000072,3,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,1
115,0.65,1,4,2,1.36961880500007,2,115,5,4,0.507023375999779,3,1,1.36961880500007,4,0,1,0,0,NaN,NaN,1
224,1.4,3,8,1,3.5067711910001,1,224,2,2,0.439118538000002,1,1,3.5067711910001,2,1,0,0,0,0.38268343236509,0.923879532511287,1
118,0.65,1,4,2,1.07196489900002,2,118,8,1,2.07002115299997,3,1,1.07196489900002,1,0,1,0,0,NaN,NaN,1
112,0.65,1,4,2,0.869349187999887,2,112,7,4,0.170028571999865,3,1,0.869349187999887,4,0,1,0,0,NaN,NaN,1
244,0.65,1,8,1,1.097464554,1,244,3,4,0.169859940000151,2,1,1.097464554,4,1,0,0,0,-0.38268343236509,0.923879532511287,1
72,0.65,1,4,2,0.764724878000152,2,72,6,4,0.666990533999979,2,1,0.764724878000152,4,0,1,0,0,NaN,NaN,1
113,0.65,1,4,2,0.763888245000089,2,113,5,4,0.836835786999927,3,1,0.763888245000089,4,0,1,0,0,NaN,NaN,1
80,1.4,3,4,1,0.897308840000051,1,80,2,4,0.33635368399996,2,1,0.897308840000051,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
7,0.65,1,4,1,0.500615624999909,1,7,1,4,0.674584438000011,1,1,0.500615624999909,4,1,0,0,0,0.707106781186548,0.707106781186547,1
189,0.65,3,4,2,0.666955206000011,2,189,8,4,0.336415187999819,4,1,0.666955206000011,4,0,1,0,0,NaN,NaN,1
37,0.65,3,4,2,0.865508068000054,2,37,7,4,0.33503782799994,1,1,0.865508068000054,4,0,1,0,0,NaN,NaN,1
205,0.65,1,8,NaN,4.00372030699987,2,205,11,2,1.60760097100001,1,0,NaN,NaN,0,0,0,0,NaN,NaN,1
345,0.65,1,8,2,3.56097783399991,1,345,8,2,0.936919303999957,4,0,NaN,NaN,0,0,0,1,0.923879532511287,-0.38268343236509,1
121,0.65,3,4,1,0.997238313000025,1,121,3,4,0.335879891000104,3,1,0.997238313000025,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
262,0.65,1,8,2,2.37430656600009,2,262,12,2,0.437818294999943,2,1,2.37430656600009,2,0,1,0,0,NaN,NaN,1
384,1.4,3,8,NaN,4.00458911400005,2,384,14,2,0.603253747000053,4,0,NaN,NaN,0,0,0,0,NaN,NaN,1
