code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
692,1.4,1,8,1,1.18403642999988,2,308,12,3,2.56119497700001,3,0,NaN,NaN,0,0,1,0,NaN,NaN,2
628,1.4,1,8,1,0.880447817000004,1,244,3,4,0.51563447500007,2,1,0.880447817000004,4,1,0,0,0,-0.38268343236509,0.923879532511287,2
627,1.4,1,8,1,0.781647544999942,1,243,3,4,0.685716358000036,2,1,0.781647544999942,4,1,0,0,0,-0.38268343236509,0.923879532511287,2
761,0.65,3,8,2,1.92956139600005,2,377,12,2,0.952469113000006,4,1,1.92956139600005,2,0,1,0,0,NaN,NaN,2
590,1.4,1,8,1,2.30858435599998,2,206,14,2,0.615403357999867,1,0,NaN,NaN,0,0,1,0,NaN,NaN,2
455,1.4,1,4,2,0.809751073999905,2,71,5,4,0.680541231000007,2,1,0.809751073999905,4,0,1,0,0,NaN,NaN,2
525,0.65,3,4,2,0.610429887999999,2,141,5,4,0.509747883000045,3,1,0.610429887999999,4,0,1,0,0,NaN,NaN,2
740,1.4,1,8,2,1.61962761600012,2,356,10,2,0.780795387000126,4,1,1.61962761600012,2,0,1,0,0,NaN,NaN,2
435,1.4,1,4,1,0.985811646000002,1,51,2,4,0.510250461000169,2,1,0.985811646000002,4,1,0,0,0,-0.707106781186547,0.707106781186548,2
672,1.4,3,8,2,1.72267713299993,2,288,16,1,1.75691736800013,2,1,1.72267713299993,1,0,1,0,0,NaN,NaN,2
539,1.4,1,4,2,1.11712016299998,1,155,4,3,0.981829521999998,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
637,1.4,1,8,2,2.03185493399997,2,253,11,2,1.46176023099997,2,1,2.03185493399997,2,0,1,0,0,NaN,NaN,2
741,1.4,1,8,1,2.5141573809999,2,357,15,1,0.748147849999896,4,0,NaN,NaN,0,0,1,0,NaN,NaN,2
409,0.65,3,4,1,1.48975783099991,1,25,1,3,0.816182427000058,1,1,1.48975783099991,3,1,0,0,0,0.707106781186548,0.707106781186547,2
593,1.4,1,8,2,2.13349380199998,2,209,10,2,1.44844677600008,1,1,2.13349380199998,2,0,1,0,0,NaN,NaN,2
528,1.4,3,4,2,0.713536471999987,2,144,7,4,0.511649617999865,3,1,0.713536471999987,4,0,1,0,0,NaN,NaN,2
580,1.4,1,8,2,2.43611593300011,1,196,1,2,0.953271962999906,1,0,NaN,NaN,0,0,0,1,0.923879532511287,0.38268343236509,2
485,1.4,1,4,1,0.880140623999978,1,101,3,3,0.811662647000048,3,1,0.880140623999978,3,1,0,0,0,-0.707106781186548,-0.707106781186547,2
512,1.4,3,4,2,1.31794992499999,1,128,3,3,0.475095638999846,3,0,NaN,NaN,0,0,0,1,-0.707106781186548,-0.707106781186547,2
406,1.4,1,4,2,1.01859644299998,2,22,8,4,0.550641450999819,1,1,1.01859644299998,4,0,1,0,0,NaN,NaN,2
586,1.4,1,8,1,0.821273611999914,1,202,2,4,0.339756740999974,1,1,0.821273611999914,4,1,0,0,0,0.38268343236509,0.923879532511287,2
604,1.4,3,8,2,2.0222646499999,1,220,1,2,1.28984017500011,1,0,NaN,NaN,0,0,0,1,0.923879532511287,0.38268343236509,2
402,1.4,1,4,2,1.01518580400011,2,18,7,3,0.477540967000095,1,1,1.01518580400011,3,0,1,0,0,NaN,NaN,2
461,0.65,3,4,1,1.5857225740001,1,77,2,4,0.508670195999912,2,1,1.5857225740001,4,1,0,0,0,-0.707106781186547,0.707106781186548,2
720,1.4,3,8,2,1.31703677199994,2,336,12,2,0.949718444000155,3,1,1.31703677199994,2,0,1,0,0,NaN,NaN,2
397,1.4,1,4,2,0.708919036999987,2,13,8,4,0.845596315999956,1,1,0.708919036999987,4,0,1,0,0,NaN,NaN,2
537,1.4,1,4,2,2.02332573000012,1,153,4,2,1.62178666499995,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
730,1.4,1,8,1,1.88817966800002,1,346,8,2,0.443838278000158,4,1,1.88817966800002,2,1,0,0,0,0.923879532511287,-0.38268343236509,2
712,1.4,3,8,2,2.42670931199996,2,328,11,2,1.2892844559999,3,1,2.42670931199996,2,0,1,0,0,NaN,NaN,2
744,1.4,1,8,2,1.92872023400014,2,360,12,2,1.62528215899988,4,1,1.92872023400014,2,0,1,0,0,NaN,NaN,2
652,1.4,3,8,1,0.574521589000142,1,268,3,4,0.677010564000057,2,1,0.574521589000142,4,1,0,0,0,-0.38268343236509,0.923879532511287,2
589,1.4,1,8,2,1.71868548999987,2,205,14,2,0.778410494999889,1,1,1.71868548999987,2,0,1,0,0,NaN,NaN,2
687,1.4,1,8,1,1.99421024699996,2,303,14,2,1.12684792100004,3,0,NaN,NaN,0,0,1,0,NaN,NaN,2
620,1.4,3,8,1,0.77799261600012,2,236,13,4,0.172807794000164,1,0,NaN,NaN,0,0,1,0,NaN,NaN,2
501,1.4,1,4,2,1.42176567000024,2,117,6,3,1.65954159300009,3,1,1.42176567000024,3,0,1,0,0,NaN,NaN,2
742,1.4,1,8,2,2.22424617300021,2,358,12,1,1.76131321399998,4,1,2.22424617300021,1,0,1,0,0,NaN,NaN,2
549,1.4,1,4,2,1.11723985599974,2,165,7,3,1.32217093399959,4,1,1.11723985599974,3,0,1,0,0,NaN,NaN,2
500,1.4,1,4,2,1.42681935300016,2,116,5,4,0.847590873000172,3,1,1.42681935300016,4,0,1,0,0,NaN,NaN,2
595,1.4,1,8,1,1.58837031499979,2,211,10,3,0.812711664999824,1,0,NaN,NaN,0,0,1,0,NaN,NaN,2
494,1.4,1,4,2,2.32298454099964,2,110,7,3,0.983933001999958,3,1,2.32298454099964,3,0,1,0,0,NaN,NaN,2
661,0.65,3,8,1,2.19012508800006,2,277,10,3,0.64285085199981,2,0,NaN,NaN,0,0,1,0,NaN,NaN,2
460,1.4,3,4,1,0.874745719000202,1,76,2,4,0.340315164999993,2,1,0.874745719000202,4,1,0,0,0,-0.707106781186547,0.707106781186548,2
412,1.4,3,4,1,0.577645342000324,1,28,1,4,0.340022875999693,1,1,0.577645342000324,4,1,0,0,0,0.707106781186548,0.707106781186547,2
392,1.4,1,4,2,3.53975261000005,1,8,1,2,1.78914577600017,1,0,NaN,NaN,0,0,0,1,0.707106781186548,0.707106781186547,2
616,1.4,3,8,2,1.9227304420001,2,232,12,2,1.28165657099998,1,1,1.9227304420001,2,0,1,0,0,NaN,NaN,2
401,1.4,1,4,2,1.21312081400038,2,17,8,4,1.35710491700002,1,1,1.21312081400038,4,0,1,0,0,NaN,NaN,2
446,1.4,1,4,2,1.72330069200007,2,62,6,3,2.01312382199967,2,1,1.72330069200007,3,0,1,0,0,NaN,NaN,2
502,1.4,1,4,2,0.807420575999913,2,118,7,4,1.01316794099967,3,1,0.807420575999913,4,0,1,0,0,NaN,NaN,2
