code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
477,0.65,3,4,2,1.07715325599929,2,93,7,3,0.983242366000923,2,1,1.07715325599929,3,0,1,0,0,NaN,NaN,2
408,1.4,1,4,2,0.670279826001206,2,24,7,4,0.171113208998577,1,1,0.670279826001206,4,0,1,0,0,NaN,NaN,2
748,1.4,3,8,2,1.08756475599876,1,364,7,3,0.475924317997851,4,0,NaN,NaN,0,0,0,1,0.38268343236509,-0.923879532511287,2
569,0.65,3,4,2,0.668602691999695,2,185,6,4,0.683144331000221,4,1,0.668602691999695,4,0,1,0,0,NaN,NaN,2
631,1.4,1,8,1,0.601288764002675,1,247,4,4,0.169935673002328,2,1,0.601288764002675,4,1,0,0,0,-0.923879532511287,0.38268343236509,2
533,1.4,1,4,2,2.67672983099692,1,149,4,4,0.169516787998873,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
486,1.4,1,4,1,0.600467588999891,1,102,3,4,0.33860157899835,3,1,0.600467588999891,4,1,0,0,0,-0.707106781186548,-0.707106781186547,2
500,1.4,1,4,2,0.967821408001328,2,116,5,4,0.171414169002674,3,1,0.967821408001328,4,0,1,0,0,NaN,NaN,2
593,1.4,1,8,2,1.16813079600252,2,209,10,3,0.138239782998426,1,1,1.16813079600252,3,0,1,0,0,NaN,NaN,2
416,1.4,3,4,1,1.11145258000033,1,32,1,4,0.16176116600036,1,1,1.11145258000033,4,1,0,0,0,0.707106781186548,0.707106781186547,2
590,1.4,1,8,2,1.17569811199792,2,206,14,3,0.639294649998192,1,1,1.17569811199792,3,0,1,0,0,NaN,NaN,2
481,1.4,1,4,1,0.504163952999079,1,97,3,4,0.516192495000723,3,1,0.504163952999079,4,1,0,0,0,-0.707106781186548,-0.707106781186547,2
387,1.4,1,4,1,0.703807411002344,1,3,1,4,0.34116016400003,1,1,0.703807411002344,4,1,0,0,0,0.707106781186548,0.707106781186547,2
409,0.65,3,4,1,0.704519468999933,1,25,1,4,0.341066624001542,1,1,0.704519468999933,4,1,0,0,0,0.707106781186548,0.707106781186547,2
572,1.4,3,4,2,1.17090243599887,2,188,6,4,0.169455139999627,4,1,1.17090243599887,4,0,1,0,0,NaN,NaN,2
399,1.4,1,4,2,0.675924602001032,2,15,8,4,0.511699992999638,1,1,0.675924602001032,4,0,1,0,0,NaN,NaN,2
413,0.65,3,4,1,0.709361600998818,1,29,1,4,0.168665875000443,1,1,0.709361600998818,4,1,0,0,0,0.707106781186548,0.707106781186547,2
388,1.4,1,4,1,0.902768346000812,1,4,1,4,0.172222195000359,1,1,0.902768346000812,4,1,0,0,0,0.707106781186548,0.707106781186547,2
630,1.4,1,8,1,0.50070624500222,1,246,3,4,0.17206436899869,2,1,0.50070624500222,4,1,0,0,0,-0.38268343236509,0.923879532511287,2
691,1.4,1,8,2,1.2669338300002,2,307,15,3,0.138154046002455,3,1,1.2669338300002,3,0,1,0,0,NaN,NaN,2
503,1.4,1,4,2,1.0701116909986,2,119,7,4,0.337562376000278,3,1,1.0701116909986,4,0,1,0,0,NaN,NaN,2
577,1.4,1,8,2,1.17503688299985,1,193,1,3,0.31508037200183,1,0,NaN,NaN,0,0,0,1,0.923879532511287,0.38268343236509,2
548,1.4,1,4,2,0.567994471999555,2,164,7,4,0.509665756002505,4,1,0.567994471999555,4,0,1,0,0,NaN,NaN,2
645,1.4,1,8,2,0.972027717001765,2,261,13,4,0.51041489400086,2,1,0.972027717001765,4,0,1,0,0,NaN,NaN,2
452,1.4,1,4,2,0.672822943000938,2,68,6,4,0.503256279000198,2,1,0.672822943000938,4,0,1,0,0,NaN,NaN,2
536,1.4,1,4,2,0.870494916001917,1,152,4,3,0.138996749999933,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
530,1.4,1,4,1,0.602222011999402,1,146,4,4,0.520224736999808,4,1,0.602222011999402,4,1,0,0,0,0.707106781186547,-0.707106781186548,2
673,1.4,1,8,2,0.973198307998246,1,289,5,4,0.507716627998889,3,0,NaN,NaN,0,0,0,1,-0.923879532511287,-0.38268343236509,2
446,1.4,1,4,2,0.467858658998011,2,62,6,4,0.337087638999947,2,1,0.467858658998011,4,0,1,0,0,NaN,NaN,2
499,1.4,1,4,2,1.87094899300064,2,115,6,3,0.805020977997629,3,1,1.87094899300064,3,0,1,0,0,NaN,NaN,2
588,1.4,1,8,1,1.71339471299871,1,204,2,3,0.139438856000197,1,1,1.71339471299871,3,1,0,0,0,0.38268343236509,0.923879532511287,2
717,0.65,3,8,2,1.77727735900044,2,333,14,3,0.138937919997261,3,1,1.77727735900044,3,0,1,0,0,NaN,NaN,2
701,0.65,3,8,2,1.07403721800074,1,317,5,4,0.842516111002624,3,0,NaN,NaN,0,0,0,1,-0.923879532511287,-0.38268343236509,2
625,1.4,1,8,2,0.671982741001557,1,241,3,3,0.473774390000472,2,0,NaN,NaN,0,0,0,1,-0.38268343236509,0.923879532511287,2
443,1.4,1,4,1,0.504983513001207,1,59,2,3,0.126016807000269,2,1,0.504983513001207,3,1,0,0,0,-0.707106781186547,0.707106781186548,2
716,1.4,3,8,1,2.71440858500137,2,332,12,2,1.61292593799953,3,0,NaN,NaN,0,0,1,0,NaN,NaN,2
498,1.4,1,4,2,1.1779241080003,2,114,7,4,0.847771781998745,3,1,1.1779241080003,4,0,1,0,0,NaN,NaN,2
660,1.4,3,8,2,2.38109085600081,1,276,4,3,0.644484905002173,2,0,NaN,NaN,0,0,0,1,-0.923879532511287,0.38268343236509,2
580,1.4,1,8,1,1.1068122780016,1,196,1,3,0.47262533400135,1,1,1.1068122780016,3,1,0,0,0,0.923879532511287,0.38268343236509,2
705,0.65,3,8,2,0.978625858999294,1,321,6,3,0.816207449999638,3,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,2
712,1.4,3,8,2,1.17696740199972,2,328,11,3,0.808320926000306,3,1,1.17696740199972,3,0,1,0,0,NaN,NaN,2
696,1.4,1,8,2,0.871285805998923,2,312,13,3,0.980489854002371,3,1,0.871285805998923,3,0,1,0,0,NaN,NaN,2
347,0.65,1,8,2,2.28370143099892,1,347,8,3,1.32640941199861,4,0,NaN,NaN,0,0,0,1,0.923879532511287,-0.38268343236509,2
261,0.65,1,8,1,1.81374480100203,2,261,16,3,0.473900957000296,2,0,NaN,NaN,0,0,1,0,NaN,NaN,2
117,0.65,1,4,1,3.64453836300163,2,117,5,3,0.301031751001574,3,0,NaN,NaN,0,0,1,0,NaN,NaN,2
114,0.65,1,4,2,0.674458374000096,2,114,6,3,0.13691804300106,3,1,0.674458374000096,3,0,1,0,0,NaN,NaN,2
112,0.65,1,4,2,0.871970881002198,2,112,6,4,0.170977505000337,3,1,0.871970881002198,4,0,1,0,0,NaN,NaN,2
144,1.4,3,4,2,0.970845943000313,2,144,6,4,0.851942289002181,3,1,0.970845943000313,4,0,1,0,0,NaN,NaN,2
121,0.65,3,4,1,0.703950229999464,1,121,3,4,0.849228741000843,3,1,0.703950229999464,4,1,0,0,0,-0.707106781186548,-0.707106781186547,2
116,0.65,1,4,2,1.5793882279977,2,116,6,4,0.170193851001386,3,1,1.5793882279977,4,0,1,0,0,NaN,NaN,2
168,0.65,1,4,2,2.48443802800102,2,168,8,3,0.304498353001691,4,1,2.48443802800102,3,0,1,0,0,NaN,NaN,2
309,0.65,1,8,2,1.07796420199884,2,309,10,3,0.640457339002751,3,1,1.07796420199884,3,0,1,0,0,NaN,NaN,2
176,1.4,3,4,2,1.68455387999711,1,176,4,3,0.993410929000675,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
221,0.65,3,8,2,1.27629251599865,1,221,1,3,0.143879068000388,1,0,NaN,NaN,0,0,0,1,0.923879532511287,0.38268343236509,2
146,0.65,1,4,1,0.908333431001665,1,146,4,4,0.520196712001052,4,1,0.908333431001665,4,1,0,0,0,0.707106781186547,-0.707106781186548,2
66,0.65,1,4,2,0.671695037999598,2,66,7,4,0.174830651998491,2,1,0.671695037999598,4,0,1,0,0,NaN,NaN,2
212,0.65,1,8,2,1.17551956500029,2,212,15,4,0.843450316999224,1,1,1.17551956500029,4,0,1,0,0,NaN,NaN,2
348,0.65,1,8,1,0.709938277999754,1,348,8,4,0.170865708998463,4,1,0.709938277999754,4,1,0,0,0,0.923879532511287,-0.38268343236509,2
102,0.65,1,4,1,0.407646566000039,1,102,3,4,0.52374416100065,3,1,0.407646566000039,4,1,0,0,0,-0.707106781186548,-0.707106781186547,2
349,0.65,1,8,2,0.776134906001971,2,349,9,3,1.48151258500002,4,1,0.776134906001971,3,0,1,0,0,NaN,NaN,2
251,0.65,1,8,1,0.403373131997796,1,251,4,4,0.175435283999832,2,1,0.403373131997796,4,1,0,0,0,-0.923879532511287,0.38268343236509,2
354,0.65,1,8,2,1.17345612799909,2,354,14,3,0.471724087001348,4,1,1.17345612799909,3,0,1,0,0,NaN,NaN,2
173,0.65,3,4,1,0.603933579001023,1,173,4,4,1.20137500800047,4,1,0.603933579001023,4,1,0,0,0,0.707106781186547,-0.707106781186548,2
4,0.65,1,4,1,0.606092312998953,1,4,1,4,0.338414350997482,1,1,0.606092312998953,4,1,0,0,0,0.707106781186548,0.707106781186547,2
358,0.65,1,8,2,0.977475363000849,2,358,15,3,0.141392402001657,4,1,0.977475363000849,3,0,1,0,0,NaN,NaN,2
89,0.65,3,4,2,2.78261645499879,2,89,6,3,0.306901068997831,2,1,2.78261645499879,3,0,1,0,0,NaN,NaN,2
36,1.4,3,4,1,0.505468449999171,1,36,1,4,0.338407921000908,1,1,0.505468449999171,4,1,0,0,0,0.707106781186548,0.707106781186547,2
372,1.4,3,8,1,0.703174163001677,1,372,8,4,0.170317454001633,4,1,0.703174163001677,4,1,0,0,0,0.923879532511287,-0.38268343236509,2
8,0.65,1,4,1,0.403859590998763,1,8,1,4,0.174482182999782,1,1,0.403859590998763,4,1,0,0,0,0.707106781186548,0.707106781186547,2
250,0.65,1,8,1,0.503700172001118,1,250,4,4,0.169909159998497,2,1,0.503700172001118,4,1,0,0,0,-0.923879532511287,0.38268343236509,2
161,0.65,1,4,2,0.768800033998559,2,161,8,4,0.1740854210002,4,1,0.768800033998559,4,0,1,0,0,NaN,NaN,2
9,0.65,1,4,1,1.51114742799837,1,9,1,4,0.171092991997284,1,1,1.51114742799837,4,1,0,0,0,0.707106781186548,0.707106781186547,2
81,0.65,3,4,1,0.603964297999482,1,81,2,4,0.342830141999002,2,1,0.603964297999482,4,1,0,0,0,-0.707106781186547,0.707106781186548,2
150,0.65,1,4,2,1.68557974999931,1,150,4,3,0.137873324001703,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,2
172,1.4,3,4,1,0.804162929998711,1,172,4,4,0.172054311002285,4,1,0.804162929998711,4,1,0,0,0,0.707106781186547,-0.707106781186548,2
373,0.65,3,8,2,0.971250372000213,2,373,16,3,0.13764418899882,4,1,0.971250372000213,3,0,1,0,0,NaN,NaN,2
162,0.65,1,4,2,1.69990981699812,2,162,6,3,0.138445221997245,4,1,1.69990981699812,3,0,1,0,0,NaN,NaN,2
203,0.65,1,8,1,0.705810499999643,1,203,2,4,0.342498869002156,1,1,0.705810499999643,4,1,0,0,0,0.38268343236509,0.923879532511287,2
299,0.65,1,8,2,0.675055779000104,1,299,6,3,0.475830990002578,3,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,2
243,0.65,1,8,1,1.01089142699857,1,243,3,4,0.508097373000055,2,1,1.01089142699857,4,1,0,0,0,-0.38268343236509,0.923879532511287,2
71,0.65,1,4,2,0.691275089997362,2,71,5,4,0.676212745998782,2,1,0.691275089997362,4,0,1,0,0,NaN,NaN,2
302,0.65,1,8,2,0.975682300999324,2,302,11,3,0.981487116001517,3,1,0.975682300999324,3,0,1,0,0,NaN,NaN,2
15,0.65,1,4,2,1.17737366599977,2,15,7,4,1.0198155500002,1,1,1.17737366599977,4,0,1,0,0,NaN,NaN,2
255,0.65,1,8,2,1.27565645800132,2,255,10,3,0.305435893998947,2,1,1.27565645800132,3,0,1,0,0,NaN,NaN,2
16,0.65,1,4,2,0.674389736999728,2,16,6,4,0.171486080002069,1,1,0.674389736999728,4,0,1,0,0,NaN,NaN,2
301,0.65,1,8,2,0.573376643002121,2,301,9,3,1.14539929400053,3,1,0.573376643002121,3,0,1,0,0,NaN,NaN,2
22,0.65,1,4,2,0.670352999997704,2,22,8,4,0.172195243001624,1,1,0.670352999997704,4,0,1,0,0,NaN,NaN,2
32,1.4,3,4,1,0.609346958997776,1,32,1,4,0.344312424000236,1,1,0.609346958997776,4,1,0,0,0,0.707106781186548,0.707106781186547,2
311,0.65,1,8,2,1.37785541400081,2,311,16,3,0.644675671999721,3,1,1.37785541400081,3,0,1,0,0,NaN,NaN,2
