code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
688,1.4,1,8,2,1.01109270400002,2,304,9,2,1.62698675899992,3,1,1.01109270400002,2,0,1,0,0,NaN,NaN,1
404,1.4,1,4,2,0.808480963999955,2,20,5,4,1.86928694899984,1,1,0.808480963999955,4,0,1,0,0,NaN,NaN,1
713,0.65,3,8,2,0.90532975699989,2,329,9,4,0.839598374999923,3,1,0.90532975699989,4,0,1,0,0,NaN,NaN,1
656,1.4,3,8,1,0.877622139999858,1,272,4,4,0.339086001999931,2,1,0.877622139999858,4,1,0,0,0,-0.923879532511287,0.38268343236509,1
481,1.4,1,4,1,1.07025288199998,1,97,3,4,0.33851980999998,3,1,1.07025288199998,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
493,1.4,1,4,2,0.803622545999815,2,109,8,4,0.169050984000023,3,1,0.803622545999815,4,0,1,0,0,NaN,NaN,1
693,1.4,1,8,2,2.40937744300004,2,309,12,3,0.304455004000147,3,1,2.40937744300004,3,0,1,0,0,NaN,NaN,1
509,0.65,3,4,1,0.969582652999861,1,125,3,4,0.169834629999968,3,1,0.969582652999861,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
500,1.4,1,4,2,0.612352916999953,2,116,5,4,0.172309211000083,3,1,0.612352916999953,4,0,1,0,0,NaN,NaN,1
632,1.4,1,8,1,0.869601284000055,1,248,4,4,0.169260848000022,2,1,0.869601284000055,4,1,0,0,0,-0.923879532511287,0.38268343236509,1
556,1.4,3,4,1,0.466552588000013,1,172,4,4,0.86005127999988,4,1,0.466552588000013,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
724,1.4,1,8,2,0.605837736000012,1,340,7,4,0.338990746000036,4,0,NaN,NaN,0,0,0,1,0.38268343236509,-0.923879532511287,1
540,1.4,1,4,1,0.5699988020001,1,156,4,4,0.337888971999973,4,1,0.5699988020001,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
701,0.65,3,8,1,0.470493155999975,1,317,5,4,0.172456216,3,1,0.470493155999975,4,1,0,0,0,-0.923879532511287,-0.38268343236509,1
665,0.65,3,8,1,0.47034721,2,281,12,1,2.75368024099998,2,0,NaN,NaN,0,0,1,0,NaN,NaN,1
439,1.4,1,4,1,1.28020565599991,1,55,2,4,0.511052043999825,2,1,1.28020565599991,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
494,1.4,1,4,2,1.41195266599993,2,110,7,4,0.171786028000042,3,1,1.41195266599993,4,0,1,0,0,NaN,NaN,1
535,1.4,1,4,2,0.702324060000137,1,151,4,4,0.170887312999866,4,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,1
694,1.4,1,8,2,1.20301213800008,2,310,14,4,0.176277503999927,3,1,1.20301213800008,4,0,1,0,0,NaN,NaN,1
483,1.4,1,4,1,0.56981152000003,1,99,3,4,0.17474330999994,3,1,0.56981152000003,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
760,1.4,3,8,2,2.31103211599998,2,376,15,4,0.171996583999999,4,1,2.31103211599998,4,0,1,0,0,NaN,NaN,1
676,1.4,1,8,1,0.471027529999901,1,292,5,4,0.170833787999982,3,1,0.471027529999901,4,1,0,0,0,-0.923879532511287,-0.38268343236509,1
695,1.4,1,8,2,0.703352294000069,2,311,14,4,0.170847626000068,3,1,0.703352294000069,4,0,1,0,0,NaN,NaN,1
480,1.4,3,4,2,0.703002083999991,2,96,7,4,0.170913312000039,2,1,0.703002083999991,4,0,1,0,0,NaN,NaN,1
752,1.4,3,8,1,2.07578838099994,1,368,8,4,0.172649078999939,4,1,2.07578838099994,4,1,0,0,0,0.923879532511287,-0.38268343236509,1
550,1.4,1,4,2,0.602988317999916,2,166,8,4,0.171078770000122,4,1,0.602988317999916,4,0,1,0,0,NaN,NaN,1
560,1.4,3,4,1,1.27569158899996,1,176,4,4,0.170618374000014,4,1,1.27569158899996,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
503,1.4,1,4,2,0.706302692000008,2,119,7,4,0.67630898099992,3,1,0.706302692000008,4,0,1,0,0,NaN,NaN,1
583,1.4,1,8,1,1.17225745500014,1,199,2,4,0.169797369999969,1,1,1.17225745500014,4,1,0,0,0,0.38268343236509,0.923879532511287,1
