Subject_code,pos_rad,foreperiod,predictability,difficulty,nanmean_TP
7,4.31968989868597,1.4,3,8,0.75
7,5.10508806208341,0.65,1,8,0.5
7,5.10508806208341,0.65,3,8,1
7,5.10508806208341,1.4,1,8,0.666666666666667
7,5.10508806208341,1.4,3,8,0
7,5.49778714378214,0.65,1,4,0.833333333333333
7,5.49778714378214,0.65,3,4,1
7,5.49778714378214,1.4,1,4,0.916666666666667
7,5.49778714378214,1.4,3,4,1
7,5.89048622548086,0.65,1,8,1
7,5.89048622548086,0.65,3,8,0.5
7,5.89048622548086,1.4,1,8,1
7,5.89048622548086,1.4,3,8,0.25
8,0.392699081698724,0.65,1,8,0.666666666666667
8,0.392699081698724,0.65,3,8,1
8,0.392699081698724,1.4,1,8,1
8,0.392699081698724,1.4,3,8,1
8,0.785398163397448,0.65,1,4,1
8,0.785398163397448,0.65,3,4,1
8,0.785398163397448,1.4,1,4,1
8,0.785398163397448,1.4,3,4,1
8,1.17809724509617,0.65,1,8,0.666666666666667
8,1.17809724509617,0.65,3,8,1
8,1.17809724509617,1.4,1,8,1
8,1.17809724509617,1.4,3,8,0.75
8,1.96349540849362,0.65,1,8,0.333333333333333
8,1.96349540849362,0.65,3,8,0.5
8,1.96349540849362,1.4,1,8,0.833333333333333
8,1.96349540849362,1.4,3,8,0.5
8,2.35619449019234,0.65,1,4,1
8,2.35619449019234,0.65,3,4,1
8,2.35619449019234,1.4,1,4,1
8,2.35619449019234,1.4,3,4,1
8,2.74889357189107,0.65,1,8,0.5
8,2.74889357189107,0.65,3,8,0
8,2.74889357189107,1.4,1,8,0.5
8,2.74889357189107,1.4,3,8,0.5
8,3.53429173528852,0.65,1,8,0.333333333333333
8,3.53429173528852,0.65,3,8,0.25
8,3.53429173528852,1.4,1,8,0.333333333333333
8,3.53429173528852,1.4,3,8,0.5
8,3.92699081698724,0.65,1,4,1
8,3.92699081698724,0.65,3,4,1
8,3.92699081698724,1.4,1,4,1
8,3.92699081698724,1.4,3,4,1
8,4.31968989868597,0.65,1,8,0.5
8,4.31968989868597,0.65,3,8,0.5
8,4.31968989868597,1.4,1,8,0.666666666666667
8,4.31968989868597,1.4,3,8,0.75
8,5.10508806208341,0.65,1,8,0.5
8,5.10508806208341,0.65,3,8,0.75
8,5.10508806208341,1.4,1,8,0.666666666666667
8,5.10508806208341,1.4,3,8,1
8,5.49778714378214,0.65,1,4,1
8,5.49778714378214,0.65,3,4,1
8,5.49778714378214,1.4,1,4,1
8,5.49778714378214,1.4,3,4,1
8,5.89048622548086,0.65,1,8,0.333333333333333
8,5.89048622548086,0.65,3,8,0.5
8,5.89048622548086,1.4,1,8,0.5
8,5.89048622548086,1.4,3,8,0.75
9,0.392699081698724,0.65,1,8,0.5
9,0.392699081698724,0.65,3,8,0.75
9,0.392699081698724,1.4,1,8,0.833333333333333
9,0.392699081698724,1.4,3,8,0
9,0.785398163397448,0.65,1,4,1
9,0.785398163397448,0.65,3,4,1
9,0.785398163397448,1.4,1,4,0.916666666666667
9,0.785398163397448,1.4,3,4,1
9,1.17809724509617,0.65,1,8,1
9,1.17809724509617,0.65,3,8,1
9,1.17809724509617,1.4,1,8,1
9,1.17809724509617,1.4,3,8,1
9,1.96349540849362,0.65,1,8,0.833333333333333
9,1.96349540849362,0.65,3,8,1
9,1.96349540849362,1.4,1,8,1
9,1.96349540849362,1.4,3,8,1
9,2.35619449019234,0.65,1,4,1
9,2.35619449019234,0.65,3,4,1
9,2.35619449019234,1.4,1,4,1
9,2.35619449019234,1.4,3,4,1
9,2.74889357189107,0.65,1,8,0.666666666666667
9,2.74889357189107,0.65,3,8,0
9,2.74889357189107,1.4,1,8,0.5
9,2.74889357189107,1.4,3,8,1
9,3.53429173528852,0.65,1,8,0.333333333333333
9,3.53429173528852,0.65,3,8,0.75
9,3.53429173528852,1.4,1,8,0.5
9,3.53429173528852,1.4,3,8,1
9,3.92699081698724,0.65,1,4,1
9,3.92699081698724,0.65,3,4,0.833333333333333
9,3.92699081698724,1.4,1,4,0.833333333333333
9,3.92699081698724,1.4,3,4,0.666666666666667
9,4.31968989868597,0.65,1,8,0.5
9,4.31968989868597,0.65,3,8,0
9,4.31968989868597,1.4,1,8,0.5
9,4.31968989868597,1.4,3,8,0.5
9,5.10508806208341,0.65,1,8,0.833333333333333
9,5.10508806208341,0.65,3,8,0
9,5.10508806208341,1.4,1,8,0.5
9,5.10508806208341,1.4,3,8,0
9,5.49778714378214,0.65,1,4,0.833333333333333
9,5.49778714378214,0.65,3,4,1
9,5.49778714378214,1.4,1,4,0.75
9,5.49778714378214,1.4,3,4,0.666666666666667
9,5.89048622548086,0.65,1,8,1
9,5.89048622548086,0.65,3,8,1
9,5.89048622548086,1.4,1,8,0.833333333333333
9,5.89048622548086,1.4,3,8,0.5
10,0.392699081698724,0.65,1,8,1
10,0.392699081698724,0.65,3,8,1
10,0.392699081698724,1.4,1,8,1
10,0.392699081698724,1.4,3,8,0.5
10,0.785398163397448,0.65,1,4,0.916666666666667
10,0.785398163397448,0.65,3,4,0.833333333333333
10,0.785398163397448,1.4,1,4,1
10,0.785398163397448,1.4,3,4,1
10,1.17809724509617,0.65,1,8,1
10,1.17809724509617,0.65,3,8,1
10,1.17809724509617,1.4,1,8,1
10,1.17809724509617,1.4,3,8,1
