Subject_code,foreperiod,predictability,difficulty,d_prime,perf
5,0.65,1,4,1.20658152776163,2
5,0.65,1,6,-0.932760965724627,2
5,0.65,1,8,-0.153369702286147,2
5,0.65,1,10,-3.09229245602084,2
5,0.65,3,4,2.03866023066218,2
5,0.65,3,6,-2.66694134747044,2
5,0.65,3,8,-1.03345294573865,2
5,0.65,3,10,-2.73152570356023,2
5,1.4,1,4,0.492024676245689,2
5,1.4,1,6,-1.22881015448732,2
5,1.4,1,8,-0.707199488909632,2
5,1.4,1,10,-2.20929806087513,2
5,1.4,3,4,1.38541294447525,2
5,1.4,3,6,-2.73152570356023,2
5,1.4,3,8,-0.793311963696029,2
5,1.4,3,10,-2.31878958568037,2
6,0.65,1,4,0.969710125992651,2
6,0.65,1,6,0.969710125992651,2
6,0.65,1,8,-0.201044750550166,2
6,0.65,1,10,-1.33706772507773,2
6,0.65,3,4,-0.140064677509094,2
6,0.65,3,6,2.03866023066218,2
6,0.65,3,8,-1.88082348645943,2
6,0.65,3,10,-2.60124643258729,2
6,1.4,1,4,0.918807740056007,2
6,1.4,1,6,0.568853836741578,2
6,1.4,1,8,-0.647323263955715,2
6,1.4,1,10,-1.77318289297643,2
6,1.4,3,4,0.732165658288311,2
6,1.4,3,6,-1.81623913036963,2
6,1.4,3,8,-1.45713821609904,2
6,1.4,3,10,-0.793311963696029,2
7,0.65,1,4,1.58101694406688,2
7,0.65,1,6,-0.0571578566973545,2
7,0.65,1,8,-1.28861632229557,2
7,0.65,1,10,-1.15581580461716,2
7,0.65,3,4,2.03866023066218,2
7,0.65,3,6,-0.574857751606197,2
7,0.65,3,8,-1.0969267430351,2
7,0.65,3,10,-1.0969267430351,2
7,1.4,1,4,2.03866023066218,2
7,1.4,1,6,-0.0305731527038589,2
7,1.4,1,8,0.502768388605732,2
7,1.4,1,10,-1.48961548727616,2
7,1.4,3,4,2.03866023066218,2
7,1.4,3,6,-1.0969267430351,2
7,1.4,3,8,0.0789183721013769,2
7,1.4,3,10,0.732165658288311,2
9,0.65,1,4,1.60316203987089,2
9,0.65,1,6,0.223673117626864,2
9,0.65,1,8,-0.0992399786768779,2
9,0.65,1,10,-0.753016102384452,2
9,0.65,3,4,0.918807740056007,2
9,0.65,3,6,1.38488410695461,2
9,0.65,3,8,-1.75165477427983,2
9,0.65,3,10,-2.60124643258729,2
9,1.4,1,4,1.09108147942668,2
9,1.4,1,6,-0.138830723294268,2
9,1.4,1,8,-0.647323263955715,2
9,1.4,1,10,-1.05047552453552,2
9,1.4,3,4,2.03866023066218,2
9,1.4,3,6,-1.45713821609904,2
9,1.4,3,8,0.470866743813537,2
9,1.4,3,10,-1.45713821609904,2
11,0.65,1,4,1.32602682754916,2
11,0.65,1,6,0.0789183721013769,2
11,0.65,1,8,-0.900952557179025,2
11,0.65,1,10,-1.15581580461716,2
11,0.65,3,4,2.03866023066218,2
11,0.65,3,6,-1.81623913036963,2
11,0.65,3,8,-0.673241472674718,2
11,0.65,3,10,0.0789183721013769,2
11,1.4,1,4,1.68234352910567,2
11,1.4,1,6,-0.473197208147629,2
11,1.4,1,8,-0.720317613825872,2
11,1.4,1,10,-0.0981773412668865,2
11,1.4,3,4,1.05878930138178,2
11,1.4,3,6,0.732165658288311,2
11,1.4,3,8,-2.6435622974516,2
11,1.4,3,10,-5.33740386180627,2
12,0.65,1,4,1.27592141967001,2
12,0.65,1,6,-0.991618245130072,2
12,0.65,1,8,-0.889236559597904,2
12,0.65,1,10,-2.20929806087513,2
12,0.65,3,4,0.0789183721013769,2
12,0.65,3,6,2.03866023066218,2
12,0.65,3,8,-1.92933493822359,2
12,0.65,3,10,-3.18837573387458,2
12,1.4,1,4,1.54872476602198,2
12,1.4,1,6,-0.0305731527038589,2
12,1.4,1,8,-2.20390289548617,2
12,1.4,1,10,-0.0718310016340694,2
12,1.4,3,4,0.732165658288311,2
12,1.4,3,6,2.03866023066218,2
12,1.4,3,8,-0.900952557179025,2
12,1.4,3,10,-0.140064677509094,2
15,0.65,1,4,1.58101694406688,2
15,0.65,1,6,0.404219921393244,2
15,0.65,1,8,-3.18978596726295,2
15,0.65,1,10,-2.42512840165435,2
15,0.65,3,4,-0.809482447617417,2
15,0.65,3,6,-0.0853189151064767,2
15,0.65,3,8,-2.31878958568037,2
15,0.65,3,10,-0.793311963696029,2
15,1.4,1,4,2.03866023066218,2
15,1.4,1,6,-0.853347209206685,2
15,1.4,1,8,-2.56950953393907,2
15,1.4,1,10,-0.902803488501265,2
15,1.4,3,4,-0.24955620231433,2
15,1.4,3,6,-0.77178384499943,2
15,1.4,3,8,2.03866023066218,2
15,1.4,3,10,2.03866023066218,2
16,0.65,1,4,1.54872476602198,2
16,0.65,1,6,-0.889236559597904,2
16,0.65,1,8,0.51318260867784,2
16,0.65,1,10,-1.30180450435748,2
16,0.65,3,4,1.25476348723786,2
16,0.65,3,6,-0.809482447617417,2
16,0.65,3,8,-1.03345294573865,2
16,0.65,3,10,-0.793311963696029,2
16,1.4,1,4,2.03866023066218,2
16,1.4,1,6,0.894552014173925,2
16,1.4,1,8,-1.88329139488908,2
16,1.4,1,10,-1.0122950133065,2
16,1.4,3,4,2.03866023066218,2
16,1.4,3,6,0.732165658288311,2
16,1.4,3,8,-0.793311963696029,2
16,1.4,3,10,-0.24955620231433,2
17,0.65,1,4,2.03866023066218,2
