Subject_code,pos_rad,foreperiod,predictability,difficulty,nanmean_TP
2,2.35619449019234,0.65,3,8,0.333333333333333
2,2.35619449019234,1.4,1,8,0
2,2.51327412287183,0.65,1,10,0
2,2.51327412287183,1.4,1,10,1
2,3.14159265358979,0.65,1,4,1
2,3.14159265358979,0.65,1,6,1
2,3.14159265358979,0.65,1,10,1
2,3.14159265358979,0.65,3,4,1
2,3.14159265358979,1.4,1,4,0.666666666666667
2,3.14159265358979,1.4,1,6,0.5
2,3.14159265358979,1.4,1,10,1
2,3.14159265358979,1.4,3,6,0
2,3.76991118430775,0.65,1,10,0
2,3.76991118430775,1.4,1,10,0
2,3.76991118430775,1.4,3,10,0
2,3.92699081698724,0.65,1,8,0.333333333333333
2,3.92699081698724,1.4,1,8,0
2,4.18879020478639,0.65,1,6,0
2,4.18879020478639,1.4,1,6,1
2,4.39822971502571,0.65,1,10,0
2,4.39822971502571,0.65,3,10,0
2,4.39822971502571,1.4,1,10,0
2,4.71238898038469,0.65,1,4,1
2,4.71238898038469,0.65,1,8,0
2,4.71238898038469,0.65,3,4,1
2,4.71238898038469,1.4,1,4,0.5
2,4.71238898038469,1.4,1,8,0
2,5.23598775598299,0.65,1,6,0
2,5.23598775598299,1.4,1,6,0.5
2,5.23598775598299,1.4,3,6,0.333333333333333
2,5.49778714378214,0.65,3,8,0
2,5.65486677646163,1.4,1,10,0
2,5.65486677646163,1.4,3,10,0
3,0,0.65,1,4,1
3,0,0.65,1,6,1
3,0,0.65,1,8,1
3,0,0.65,1,10,0.333333333333333
3,0,0.65,3,6,0
3,0,0.65,3,8,1
3,0,0.65,3,10,0
3,0,1.4,1,4,1
3,0,1.4,1,6,0.5
3,0,1.4,1,8,1
3,0,1.4,3,4,1
3,0,1.4,3,10,1
3,0.628318530717959,1.4,3,10,0.75
3,0.785398163397448,0.65,1,8,1
3,0.785398163397448,0.65,3,8,0
3,0.785398163397448,1.4,1,8,1
3,1.0471975511966,1.4,1,6,1
3,1.0471975511966,1.4,3,6,1
3,1.25663706143592,0.65,3,10,1
3,1.25663706143592,1.4,1,10,0.5
3,1.5707963267949,0.65,1,4,1
3,1.5707963267949,0.65,1,8,1
3,1.5707963267949,0.65,3,4,1
3,1.5707963267949,1.4,1,4,1
3,1.5707963267949,1.4,1,8,0
3,1.5707963267949,1.4,3,4,1
3,1.88495559215388,1.4,1,10,1
3,2.0943951023932,1.4,1,6,1
3,2.0943951023932,1.4,3,6,1
3,2.35619449019234,0.65,1,8,1
3,2.35619449019234,0.65,3,8,1
3,2.35619449019234,1.4,1,8,1
3,2.51327412287183,0.65,1,10,0.5
3,2.51327412287183,1.4,1,10,1
3,3.14159265358979,0.65,1,4,0.666666666666667
3,3.14159265358979,0.65,1,6,1
3,3.14159265358979,0.65,1,8,0
3,3.14159265358979,0.65,3,4,1
3,3.14159265358979,0.65,3,6,1
3,3.14159265358979,0.65,3,8,1
3,3.14159265358979,1.4,1,4,1
3,3.14159265358979,1.4,1,6,0.666666666666667
3,3.14159265358979,1.4,1,8,0
3,3.14159265358979,1.4,1,10,0
3,3.14159265358979,1.4,3,4,1
3,3.14159265358979,1.4,3,6,1
3,3.14159265358979,1.4,3,8,0
3,3.76991118430775,0.65,3,10,0
3,3.76991118430775,1.4,1,10,0.666666666666667
3,3.92699081698724,0.65,1,8,1
3,3.92699081698724,1.4,1,8,0
3,4.18879020478639,0.65,3,6,0
3,4.18879020478639,1.4,3,6,1
3,4.39822971502571,0.65,1,10,1
3,4.39822971502571,0.65,3,10,0.5
3,4.71238898038469,0.65,1,4,0.5
3,4.71238898038469,0.65,3,4,0
3,4.71238898038469,0.65,3,8,0
3,4.71238898038469,1.4,1,4,1
3,4.71238898038469,1.4,1,8,0
3,4.71238898038469,1.4,3,4,1
3,4.71238898038469,1.4,3,8,1
3,5.02654824574367,1.4,1,10,0
3,5.23598775598299,0.65,1,6,1
3,5.23598775598299,0.65,3,6,0
3,5.23598775598299,1.4,1,6,1
3,5.23598775598299,1.4,3,6,0
3,5.49778714378214,0.65,1,8,0
3,5.49778714378214,1.4,3,8,0
3,5.65486677646163,0.65,1,10,0.5
3,5.65486677646163,0.65,3,10,1
3,5.65486677646163,1.4,1,10,0
4,0,0.65,1,4,1
4,0,0.65,1,6,1
4,0,0.65,3,4,1
4,0,0.65,3,6,0.5
4,0,1.4,1,4,1
4,0,1.4,1,8,0.5
4,0,1.4,1,10,0.5
4,0,1.4,3,8,1
4,0,1.4,3,10,1
4,0.628318530717959,0.65,1,10,1
4,0.628318530717959,0.65,3,10,1
4,0.628318530717959,1.4,1,10,1
4,0.785398163397448,0.65,1,8,1
4,0.785398163397448,1.4,1,8,1
4,0.785398163397448,1.4,3,8,1
4,1.0471975511966,0.65,3,6,1
4,1.0471975511966,1.4,1,6,1
4,1.25663706143592,0.65,3,10,1
4,1.25663706143592,1.4,1,10,1
4,1.5707963267949,0.65,1,4,1
4,1.5707963267949,1.4,1,8,1
4,1.5707963267949,1.4,3,4,1
4,1.5707963267949,1.4,3,8,1
4,1.88495559215388,0.65,1,10,0
4,1.88495559215388,0.65,3,10,1
4,1.88495559215388,1.4,3,10,1
4,2.0943951023932,0.65,1,6,1
4,2.0943951023932,1.4,1,6,0.666666666666667
4,2.0943951023932,1.4,3,6,1
4,2.35619449019234,1.4,1,8,0
4,2.51327412287183,0.65,3,10,0
4,2.51327412287183,1.4,3,10,1
4,3.14159265358979,0.65,1,4,1
4,3.14159265358979,0.65,1,6,1
4,3.14159265358979,0.65,1,8,1
4,3.14159265358979,0.65,3,6,1
4,3.14159265358979,0.65,3,8,0
4,3.14159265358979,1.4,1,4,1
4,3.14159265358979,1.4,1,6,1
4,3.14159265358979,1.4,1,8,1
4,3.14159265358979,1.4,3,4,1
4,3.76991118430775,0.65,1,10,1
4,3.76991118430775,0.65,3,10,0.5
4,3.76991118430775,1.4,1,10,1
4,3.76991118430775,1.4,3,10,0
4,3.92699081698724,0.65,1,8,0.5
4,3.92699081698724,0.65,3,8,1
4,3.92699081698724,1.4,1,8,0.5
4,4.18879020478639,0.65,1,6,0
4,4.18879020478639,1.4,1,6,1
4,4.39822971502571,0.65,1,10,1
4,4.71238898038469,0.65,1,4,0.666666666666667
4,4.71238898038469,0.65,3,4,1
4,4.71238898038469,1.4,1,4,0.333333333333333
4,4.71238898038469,1.4,3,4,1
4,5.23598775598299,0.65,1,6,1
4,5.23598775598299,1.4,1,6,0
4,5.23598775598299,1.4,3,6,0
4,5.49778714378214,0.65,1,8,0
4,5.49778714378214,0.65,3,8,1
4,5.49778714378214,1.4,1,8,0
4,5.65486677646163,0.65,1,10,1
4,5.65486677646163,1.4,1,10,1
5,0,0.65,1,4,1
5,0,0.65,1,6,1
5,0,0.65,3,4,1
5,0,1.4,1,4,1
5,0,1.4,1,6,0.5
5,0,1.4,1,10,0
5,0,1.4,3,4,0.666666666666667
5,0,1.4,3,6,1
5,0,1.4,3,8,1
5,0.628318530717959,0.65,1,10,0.5
5,0.628318530717959,1.4,1,10,0
5,0.785398163397448,0.65,3,8,0
5,0.785398163397448,1.4,3,8,1
5,1.0471975511966,0.65,1,6,1
5,1.25663706143592,1.4,1,10,1
5,1.25663706143592,1.4,3,10,0
5,1.5707963267949,0.65,1,4,1
5,1.5707963267949,0.65,3,4,1
5,1.5707963267949,0.65,3,8,1
5,1.5707963267949,1.4,1,4,1
5,1.5707963267949,1.4,3,4,1
5,1.5707963267949,1.4,3,8,1
5,2.0943951023932,0.65,3,6,1
5,2.0943951023932,1.4,1,6,1
5,2.35619449019234,0.65,1,8,1
5,2.35619449019234,1.4,1,8,1
5,2.51327412287183,1.4,3,10,1
5,3.14159265358979,0.65,1,6,1
5,3.14159265358979,0.65,1,10,0.5
5,3.14159265358979,0.65,3,8,1
5,3.14159265358979,0.65,3,10,0.5
5,3.14159265358979,1.4,1,4,0
5,3.14159265358979,1.4,1,6,1
5,3.14159265358979,1.4,3,6,0
5,3.14159265358979,1.4,3,8,1
5,3.76991118430775,0.65,1,10,1
5,3.76991118430775,1.4,1,10,1
5,3.92699081698724,0.65,1,8,0
5,3.92699081698724,0.65,3,8,1
5,3.92699081698724,1.4,3,8,0
5,4.18879020478639,0.65,1,6,0.666666666666667
5,4.18879020478639,0.65,3,6,0
5,4.18879020478639,1.4,1,6,0.5
5,4.71238898038469,0.65,1,4,1
5,4.71238898038469,0.65,1,8,1
5,4.71238898038469,0.65,3,4,1
5,4.71238898038469,1.4,1,4,1
5,4.71238898038469,1.4,3,4,1
5,5.02654824574367,0.65,1,10,1
5,5.02654824574367,1.4,1,10,1
5,5.23598775598299,0.65,1,6,1
5,5.23598775598299,0.65,3,6,0
5,5.23598775598299,1.4,1,6,0
5,5.23598775598299,1.4,3,6,0
5,5.49778714378214,0.65,3,8,1
5,5.49778714378214,1.4,1,8,1
5,5.49778714378214,1.4,3,8,0
5,5.65486677646163,0.65,1,10,0.5
5,5.65486677646163,0.65,3,10,0
5,5.65486677646163,1.4,3,10,1
6,0,0.65,1,4,1
6,0,0.65,1,6,1
6,0,0.65,1,10,1
6,0,0.65,3,4,1
6,0,0.65,3,6,1
6,0,1.4,1,4,1
6,0,1.4,1,6,1
6,0,1.4,1,8,1
6,0,1.4,1,10,0.75
6,0.628318530717959,0.65,1,10,1
6,0.628318530717959,0.65,3,10,1
6,0.785398163397448,0.65,1,8,1
6,0.785398163397448,0.65,3,8,0
6,1.0471975511966,0.65,1,6,1
6,1.0471975511966,1.4,1,6,1
6,1.25663706143592,1.4,1,10,1
6,1.5707963267949,0.65,1,4,1
6,1.5707963267949,0.65,1,8,0
6,1.5707963267949,0.65,3,4,1
6,1.5707963267949,1.4,1,4,0.5
6,1.5707963267949,1.4,3,8,1
6,1.88495559215388,0.65,3,10,0
6,1.88495559215388,1.4,1,10,0
6,2.0943951023932,0.65,1,6,1
6,2.0943951023932,1.4,1,6,1
6,2.35619449019234,0.65,1,8,0.666666666666667
6,2.35619449019234,1.4,1,8,1
