Subject_code,difficulty,pos_rad,mean_TP
4,10,0.628318530717959,1
4,10,1.25663706143592,1
4,10,1.88495559215388,0.5
4,10,2.51327412287183,0.5
4,10,3.76991118430775,0.666666666666667
4,10,4.39822971502571,1
4,10,5.65486677646163,1
5,4,0,0.888888888888889
5,4,1.5707963267949,1
5,4,3.14159265358979,0
5,4,4.71238898038469,1
5,6,0,0.8
5,6,1.0471975511966,1
5,6,2.0943951023932,1
5,6,3.14159265358979,0.666666666666667
5,6,4.18879020478639,0.5
5,6,5.23598775598299,0.25
5,8,0,1
5,8,0.785398163397448,0.5
5,8,1.5707963267949,1
5,8,2.35619449019234,1
5,8,3.14159265358979,1
5,8,3.92699081698724,0.333333333333333
5,8,4.71238898038469,1
5,8,5.49778714378214,0.666666666666667
5,10,0,0
5,10,0.628318530717959,0.333333333333333
5,10,1.25663706143592,0.5
5,10,2.51327412287183,1
5,10,3.14159265358979,0.5
5,10,3.76991118430775,1
5,10,5.02654824574367,1
5,10,5.65486677646163,0.4
6,4,0,1
6,4,1.5707963267949,0.875
6,4,3.14159265358979,1
6,4,4.71238898038469,0.142857142857143
6,6,0,1
6,6,1.0471975511966,1
6,6,2.0943951023932,1
6,6,3.14159265358979,0.5
6,6,4.18879020478639,0
6,6,5.23598775598299,0.333333333333333
6,8,0,1
6,8,0.785398163397448,0.666666666666667
6,8,1.5707963267949,0.5
6,8,2.35619449019234,0.75
6,8,3.14159265358979,0.5
6,8,3.92699081698724,0.142857142857143
6,8,4.71238898038469,0.166666666666667
6,8,5.49778714378214,0
6,10,0,0.8
6,10,0.628318530717959,1
6,10,1.25663706143592,1
6,10,1.88495559215388,0
6,10,2.51327412287183,0.5
6,10,3.14159265358979,0.333333333333333
6,10,3.76991118430775,0.25
6,10,4.39822971502571,0.333333333333333
6,10,5.02654824574367,0.333333333333333
6,10,5.65486677646163,0
7,4,0,1
7,4,1.5707963267949,1
7,4,3.14159265358979,1
7,4,4.71238898038469,1
7,6,0,1
7,6,1.0471975511966,1
7,6,2.0943951023932,0
7,6,3.14159265358979,0.666666666666667
7,6,4.18879020478639,0
7,6,5.23598775598299,0
7,8,0.785398163397448,0.75
7,8,1.5707963267949,1
7,8,2.35619449019234,1
7,8,3.14159265358979,0.428571428571429
7,8,3.92699081698724,0.166666666666667
7,8,4.71238898038469,0.2
7,8,5.49778714378214,0
7,10,0,0
7,10,0.628318530717959,0.5
7,10,1.25663706143592,1
7,10,1.88495559215388,0.666666666666667
7,10,2.51327412287183,0.333333333333333
7,10,3.14159265358979,0.5
7,10,3.76991118430775,0.125
7,10,4.39822971502571,0.666666666666667
7,10,5.02654824574367,0.142857142857143
8,4,0,1
8,4,1.5707963267949,0.888888888888889
8,4,3.14159265358979,1
8,4,4.71238898038469,1
8,6,0,0.666666666666667
8,6,1.0471975511966,1
8,6,2.0943951023932,1
8,6,3.14159265358979,1
8,6,4.18879020478639,0.75
8,6,5.23598775598299,0.5
8,8,0,0.5
8,8,0.785398163397448,1
8,8,1.5707963267949,1
8,8,2.35619449019234,1
8,8,3.14159265358979,0.5
8,8,3.92699081698724,1
8,8,4.71238898038469,0.6
8,8,5.49778714378214,0.666666666666667
8,10,0,0.75
8,10,0.628318530717959,1
8,10,1.25663706143592,1
8,10,1.88495559215388,1
8,10,2.51327412287183,1
8,10,3.14159265358979,0
8,10,3.76991118430775,1
8,10,4.39822971502571,0
8,10,5.65486677646163,1
9,4,0,1
9,4,1.5707963267949,1
9,4,3.14159265358979,1
9,4,4.71238898038469,0.5
9,6,0,1
9,6,1.0471975511966,0.833333333333333
9,6,2.0943951023932,1
9,6,3.14159265358979,0.75
9,6,4.18879020478639,0.166666666666667
9,6,5.23598775598299,0.2
9,8,0,0.5
9,8,1.5707963267949,0.833333333333333
9,8,2.35619449019234,0
9,8,3.14159265358979,0.5
9,8,3.92699081698724,0.5
9,8,4.71238898038469,0.285714285714286
9,8,5.49778714378214,0.333333333333333
9,10,0,0.5
9,10,0.628318530717959,0.25
9,10,1.25663706143592,0.5
9,10,1.88495559215388,1
9,10,3.14159265358979,0.666666666666667
9,10,3.76991118430775,0.25
9,10,4.39822971502571,0.25
9,10,5.02654824574367,1
9,10,5.65486677646163,1
10,4,0,1
10,4,1.5707963267949,1
10,4,3.14159265358979,1
10,4,4.71238898038469,1
10,6,0,1
10,6,1.0471975511966,1
10,6,2.0943951023932,1
10,6,3.14159265358979,0.75
10,6,4.18879020478639,0.5
10,6,5.23598775598299,1
10,8,0,0.571428571428571
10,8,0.785398163397448,1
10,8,1.5707963267949,1
10,8,2.35619449019234,1
10,8,3.14159265358979,0.5
10,8,3.92699081698724,0
10,8,4.71238898038469,0.6
10,8,5.49778714378214,0.5
10,10,0,1
10,10,0.628318530717959,1
10,10,1.25663706143592,1
10,10,1.88495559215388,0.8
10,10,2.51327412287183,0.666666666666667
10,10,3.14159265358979,0.75
10,10,3.76991118430775,0.5
10,10,4.39822971502571,0.5
10,10,5.02654824574367,1
11,4,0,1
11,4,1.5707963267949,1
11,4,3.14159265358979,1
11,4,4.71238898038469,0.636363636363636
11,6,0,0.75
11,6,1.0471975511966,1
11,6,2.0943951023932,0.75
11,6,3.14159265358979,0.5
11,6,4.18879020478639,0
11,6,5.23598775598299,0.375
11,8,0,0
11,8,0.785398163397448,1
11,8,1.5707963267949,0.75
11,8,2.35619449019234,0.5
11,8,3.14159265358979,0.333333333333333
11,8,3.92699081698724,0
11,8,4.71238898038469,0.142857142857143
11,8,5.49778714378214,0
11,10,0,0.666666666666667
11,10,0.628318530717959,0.6
11,10,1.25663706143592,0.5
11,10,1.88495559215388,0
11,10,2.51327412287183,0.5
11,10,3.14159265358979,0.25
11,10,3.76991118430775,0
11,10,4.39822971502571,1
11,10,5.02654824574367,1
11,10,5.65486677646163,0.333333333333333
12,4,0,1
12,4,1.5707963267949,1
12,4,3.14159265358979,0.714285714285714
12,4,4.71238898038469,0.666666666666667
12,6,0,1
12,6,1.0471975511966,1
12,6,2.0943951023932,0.75
12,6,4.18879020478639,0.25
12,6,5.23598775598299,0.5
12,8,0,0.5
12,8,0.785398163397448,1
12,8,1.5707963267949,0.333333333333333
12,8,2.35619449019234,0.5
12,8,3.14159265358979,0.333333333333333
12,8,3.92699081698724,0.5
12,8,4.71238898038469,0
12,8,5.49778714378214,0
12,10,0,0.666666666666667
12,10,0.628318530717959,1
12,10,1.25663706143592,0.75
12,10,1.88495559215388,0
12,10,2.51327412287183,0.5
12,10,3.14159265358979,1
12,10,3.76991118430775,0
12,10,4.39822971502571,0.25
12,10,5.02654824574367,0.5
12,10,5.65486677646163,0
13,4,0,0.666666666666667
13,4,1.5707963267949,1
13,4,3.14159265358979,1
13,4,4.71238898038469,1
13,6,0,1
13,6,1.0471975511966,0.857142857142857
13,6,2.0943951023932,1
13,6,3.14159265358979,1
13,6,4.18879020478639,0.2
13,6,5.23598775598299,0.2
13,8,0,0.75
13,8,0.785398163397448,1
13,8,1.5707963267949,1
13,8,2.35619449019234,0.75
13,8,3.14159265358979,0.833333333333333
13,8,3.92699081698724,0
13,8,4.71238898038469,0
13,8,5.49778714378214,0.2
13,10,0,0.6
13,10,0.628318530717959,0.75
13,10,1.25663706143592,1
13,10,1.88495559215388,1
13,10,2.51327412287183,0.5
13,10,3.14159265358979,1
13,10,3.76991118430775,0
13,10,4.39822971502571,0.333333333333333
13,10,5.02654824574367,0
13,10,5.65486677646163,0
14,4,0,1
14,4,1.5707963267949,1
14,4,3.14159265358979,1
14,4,4.71238898038469,0.666666666666667
14,6,0,1
14,6,1.0471975511966,1
14,6,2.0943951023932,0.75
14,6,3.14159265358979,0.857142857142857
14,6,4.18879020478639,0.714285714285714
14,6,5.23598775598299,0.4
14,8,0,0.5
14,8,0.785398163397448,1
14,8,1.5707963267949,1
14,8,2.35619449019234,1
14,8,3.14159265358979,1
14,8,3.92699081698724,1
14,8,4.71238898038469,0.5
14,8,5.49778714378214,0.833333333333333
14,10,0,1
14,10,0.628318530717959,0.8
14,10,1.25663706143592,1
14,10,1.88495559215388,0.333333333333333
14,10,2.51327412287183,0.6
14,10,3.14159265358979,0
14,10,3.76991118430775,1
14,10,4.39822971502571,0.666666666666667
14,10,5.02654824574367,0.5
14,10,5.65486677646163,1
15,4,0,0.9
15,4,1.5707963267949,1
15,4,3.14159265358979,1
15,4,4.71238898038469,1
15,6,0,0.833333333333333
15,6,1.0471975511966,0.6
15,6,2.0943951023932,0.25
15,6,3.14159265358979,1
15,6,4.18879020478639,1
15,6,5.23598775598299,1
15,8,0,0.5
15,8,0.785398163397448,1
15,8,1.5707963267949,0.333333333333333
15,8,2.35619449019234,0.333333333333333
15,8,3.14159265358979,0.5
15,8,3.92699081698724,0.75
15,8,4.71238898038469,1
15,8,5.49778714378214,1
15,10,0,1
15,10,0.628318530717959,1
15,10,1.25663706143592,0
15,10,1.88495559215388,0
15,10,2.51327412287183,0.666666666666667
15,10,3.76991118430775,1
15,10,4.39822971502571,0.333333333333333
15,10,5.02654824574367,0.666666666666667
15,10,5.65486677646163,1
16,4,0,1
16,4,1.5707963267949,1
16,4,3.14159265358979,1
16,4,4.71238898038469,0.6
16,6,0,1
16,6,1.0471975511966,1
16,6,2.0943951023932,0.5
16,6,3.14159265358979,1
16,6,4.18879020478639,1
16,6,5.23598775598299,0.5
16,8,0,0.75
16,8,0.785398163397448,1
16,8,1.5707963267949,0.714285714285714
16,8,2.35619449019234,1
16,8,3.14159265358979,0.8
16,8,3.92699081698724,1
16,8,4.71238898038469,1
16,8,5.49778714378214,1
16,10,0,0.75
16,10,0.628318530717959,1
16,10,1.25663706143592,0.75
16,10,1.88495559215388,0.5
16,10,2.51327412287183,1
16,10,3.14159265358979,1
16,10,3.76991118430775,1
16,10,4.39822971502571,1
16,10,5.02654824574367,0.5
16,10,5.65486677646163,1
17,4,0,1
17,4,1.5707963267949,1
17,4,3.14159265358979,1
17,4,4.71238898038469,1
17,6,0,1
17,6,1.0471975511966,0.75
17,6,2.0943951023932,0.75
17,6,3.14159265358979,0.8
17,6,4.18879020478639,0.4
17,6,5.23598775598299,1
17,8,0,1
17,8,0.785398163397448,1
17,8,1.5707963267949,0.166666666666667
17,8,2.35619449019234,1
17,8,3.14159265358979,1
17,8,3.92699081698724,0
17,8,4.71238898038469,0
17,8,5.49778714378214,0.428571428571429
17,10,0,0.75
17,10,0.628318530717959,0.4
17,10,1.25663706143592,0.2
17,10,1.88495559215388,0.5
17,10,2.51327412287183,0.25
17,10,3.14159265358979,0.5
17,10,3.76991118430775,0.333333333333333
17,10,5.02654824574367,0
17,10,5.65486677646163,0.6
18,4,0,1
18,4,1.5707963267949,1
18,4,3.14159265358979,0.833333333333333
18,4,4.71238898038469,1
18,6,0,0.833333333333333
18,6,1.0471975511966,1
18,6,2.0943951023932,1
18,6,3.14159265358979,0.75
18,6,4.18879020478639,0
18,6,5.23598775598299,1
18,8,0,1
18,8,0.785398163397448,1
18,8,1.5707963267949,1
18,8,2.35619449019234,1
18,8,3.14159265358979,0
18,8,3.92699081698724,0
18,8,5.49778714378214,0.5
18,10,0,1
18,10,0.628318530717959,1
18,10,1.25663706143592,1
18,10,1.88495559215388,1
18,10,2.51327412287183,0
18,10,3.14159265358979,0
18,10,3.76991118430775,0
18,10,4.39822971502571,0.5
18,10,5.02654824574367,0.333333333333333
18,10,5.65486677646163,0
1,4,0.785398163397448,1
1,4,2.35619449019234,1
1,4,3.92699081698724,0.861111111111111
1,4,5.49778714378214,0.944444444444444
1,8,0.392699081698724,0.944444444444444
1,8,1.17809724509617,0.944444444444444
1,8,1.96349540849362,0.777777777777778
1,8,2.74889357189107,0.722222222222222
1,8,3.53429173528852,0.777777777777778
1,8,4.31968989868597,0.833333333333333
1,8,5.10508806208341,0.944444444444444
1,8,5.89048622548086,0.944444444444444
2,4,0.785398163397448,0.916666666666667
2,4,2.35619449019234,0.972222222222222
2,4,3.92699081698724,0.972222222222222
2,4,5.49778714378214,1
2,8,0.392699081698724,0.666666666666667
2,8,1.17809724509617,0.555555555555556
2,8,1.96349540849362,0.833333333333333
2,8,2.74889357189107,0.888888888888889
2,8,3.53429173528852,0.777777777777778
2,8,4.31968989868597,0.388888888888889
2,8,5.10508806208341,0.5
2,8,5.89048622548086,0.666666666666667
3,4,0.785398163397448,0.888888888888889
3,4,2.35619449019234,1
3,4,3.92699081698724,1
3,4,5.49778714378214,0.916666666666667
3,8,0.392699081698724,0.833333333333333
3,8,1.17809724509617,0.833333333333333
3,8,1.96349540849362,0.777777777777778
3,8,2.74889357189107,1
3,8,3.53429173528852,0.388888888888889
3,8,4.31968989868597,0.111111111111111
3,8,5.10508806208341,0.222222222222222
3,8,5.89048622548086,0.388888888888889
4,4,0.785398163397448,1
4,4,2.35619449019234,0.916666666666667
4,4,3.92699081698724,0.944444444444444
4,4,5.49778714378214,1
4,8,0.392699081698724,0.611111111111111
4,8,1.17809724509617,0.888888888888889
4,8,1.96349540849362,0.611111111111111
4,8,2.74889357189107,0.611111111111111
4,8,3.53429173528852,0.222222222222222
4,8,4.31968989868597,0.5
4,8,5.10508806208341,0.666666666666667
4,8,5.89048622548086,0.222222222222222
5,4,0.785398163397448,1
5,4,2.35619449019234,1
5,4,3.92699081698724,1
5,4,5.49778714378214,1
5,8,0.392699081698724,0.888888888888889
5,8,1.17809724509617,0.833333333333333
5,8,1.96349540849362,0.777777777777778
5,8,2.74889357189107,0.666666666666667
5,8,3.53429173528852,0.555555555555556
5,8,4.31968989868597,0.222222222222222
5,8,5.10508806208341,0.555555555555556
5,8,5.89048622548086,0.777777777777778
6,4,0.785398163397448,1
6,4,2.35619449019234,0.972222222222222
6,4,3.92699081698724,0.888888888888889
6,4,5.49778714378214,0.777777777777778
6,8,0.392699081698724,0.5
6,8,1.17809724509617,0.777777777777778
6,8,1.96349540849362,0.722222222222222
6,8,2.74889357189107,0.722222222222222
6,8,3.53429173528852,0.277777777777778
6,8,4.31968989868597,0.166666666666667
6,8,5.10508806208341,0
6,8,5.89048622548086,0.5
7,4,0.785398163397448,1
7,4,2.35619449019234,1
7,4,3.92699081698724,1
7,4,5.49778714378214,0.916666666666667
7,8,0.392699081698724,0.944444444444444
7,8,1.17809724509617,0.777777777777778
7,8,1.96349540849362,0.944444444444444
7,8,2.74889357189107,0.833333333333333
7,8,3.53429173528852,0.722222222222222
7,8,4.31968989868597,0.444444444444444
7,8,5.10508806208341,0.611111111111111
7,8,5.89048622548086,0.777777777777778
8,4,0.785398163397448,1
8,4,2.35619449019234,1
8,4,3.92699081698724,1
8,4,5.49778714378214,1
8,8,0.392699081698724,0.888888888888889
8,8,1.17809724509617,0.833333333333333
8,8,1.96349540849362,0.555555555555556
8,8,2.74889357189107,0.444444444444444
8,8,3.53429173528852,0.333333333333333
8,8,4.31968989868597,0.611111111111111
8,8,5.10508806208341,0.666666666666667
8,8,5.89048622548086,0.5
9,4,0.785398163397448,0.972222222222222
9,4,2.35619449019234,1
9,4,3.92699081698724,0.861111111111111
9,4,5.49778714378214,0.805555555555556
9,8,0.392699081698724,0.611111111111111
9,8,1.17809724509617,1
9,8,1.96349540849362,0.944444444444444
9,8,2.74889357189107,0.611111111111111
9,8,3.53429173528852,0.555555555555556
9,8,4.31968989868597,0.444444444444444
9,8,5.10508806208341,0.444444444444444
9,8,5.89048622548086,0.833333333333333
10,4,0.785398163397448,0.944444444444444
10,4,2.35619449019234,0.972222222222222
10,4,3.92699081698724,0.972222222222222
10,4,5.49778714378214,0.972222222222222
10,8,0.392699081698724,0.944444444444444
10,8,1.17809724509617,1
10,8,1.96349540849362,0.722222222222222
10,8,2.74889357189107,0.722222222222222
10,8,3.53429173528852,0.666666666666667
10,8,4.31968989868597,0.555555555555556
10,8,5.10508806208341,0.666666666666667
10,8,5.89048622548086,0.833333333333333
11,4,0.785398163397448,0.916666666666667
11,4,2.35619449019234,0.972222222222222
11,4,3.92699081698724,1
11,4,5.49778714378214,0.916666666666667
11,8,0.392699081698724,0.777777777777778
11,8,1.17809724509617,0.444444444444444
11,8,1.96349540849362,0.722222222222222
11,8,2.74889357189107,0.777777777777778
11,8,3.53429173528852,0.666666666666667
11,8,4.31968989868597,0.333333333333333
11,8,5.10508806208341,0.222222222222222
11,8,5.89048622548086,0.5
