Subject_code,pos_rad,z_score
1,0.785398163397448,0.736546864786423
1,2.35619449019234,0.736546864786423
1,3.92699081698724,-1.75638098525993
1,5.49778714378214,-0.260624275232118
2,0.785398163397448,-0.759209845241389
2,2.35619449019234,0.237961294777153
2,3.92699081698724,0.237961294777153
2,5.49778714378214,0.736546864786423
3,0.785398163397448,-1.25779541525066
3,2.35619449019234,0.736546864786423
3,3.92699081698724,0.736546864786423
3,5.49778714378214,-0.759209845241389
4,0.785398163397448,0.736546864786423
4,2.35619449019234,-0.759209845241389
4,3.92699081698724,-0.260624275232118
4,5.49778714378214,0.736546864786423
5,0.785398163397448,0.736546864786423
5,2.35619449019234,0.736546864786423
5,3.92699081698724,0.736546864786423
5,5.49778714378214,0.736546864786423
6,0.785398163397448,0.736546864786423
6,2.35619449019234,0.237961294777153
6,3.92699081698724,-1.25779541525066
6,5.49778714378214,-3.25213769528774
7,0.785398163397448,0.736546864786423
7,2.35619449019234,0.736546864786423
7,3.92699081698724,0.736546864786423
7,5.49778714378214,-0.759209845241389
8,0.785398163397448,0.736546864786423
8,2.35619449019234,0.736546864786423
8,3.92699081698724,0.736546864786423
8,5.49778714378214,0.736546864786423
9,0.785398163397448,0.237961294777153
9,2.35619449019234,0.736546864786423
9,3.92699081698724,-1.75638098525993
9,5.49778714378214,-2.75355212527847
10,0.785398163397448,-0.260624275232118
10,2.35619449019234,0.237961294777153
10,3.92699081698724,0.237961294777153
10,5.49778714378214,0.237961294777153
11,0.785398163397448,-0.759209845241389
11,2.35619449019234,0.237961294777153
11,3.92699081698724,0.736546864786423
11,5.49778714378214,-0.759209845241389
1,0.392699081698724,1.29243985073957
1,1.17809724509617,1.29243985073957
1,1.96349540849362,0.569549764732692
1,2.74889357189107,0.328586402730399
1,3.53429173528852,0.569549764732692
1,4.31968989868597,0.810513126734985
1,5.10508806208341,1.29243985073957
1,5.89048622548086,1.29243985073957
2,0.392699081698724,0.0876230407281057
2,1.17809724509617,-0.39430368327648
2,1.96349540849362,0.810513126734985
2,2.74889357189107,1.05147648873728
2,3.53429173528852,0.569549764732692
2,4.31968989868597,-1.11719376928336
2,5.10508806208341,-0.635267045278773
2,5.89048622548086,0.0876230407281057
3,0.392699081698724,0.810513126734985
3,1.17809724509617,0.810513126734985
3,1.96349540849362,0.569549764732692
3,2.74889357189107,1.53340321274186
3,3.53429173528852,-1.11719376928336
3,4.31968989868597,-2.32201057929482
3,5.10508806208341,-1.84008385529024
3,5.89048622548086,-1.11719376928336
4,0.392699081698724,-0.153340321274187
4,1.17809724509617,1.05147648873728
4,1.96349540849362,-0.153340321274187
4,2.74889357189107,-0.153340321274187
4,3.53429173528852,-1.84008385529024
4,4.31968989868597,-0.635267045278773
4,5.10508806208341,0.0876230407281057
4,5.89048622548086,-1.84008385529024
5,0.392699081698724,1.05147648873728
5,1.17809724509617,0.810513126734985
5,1.96349540849362,0.569549764732692
5,2.74889357189107,0.0876230407281057
5,3.53429173528852,-0.39430368327648
5,4.31968989868597,-1.84008385529024
5,5.10508806208341,-0.39430368327648
5,5.89048622548086,0.569549764732692
6,0.392699081698724,-0.635267045278773
6,1.17809724509617,0.569549764732692
6,1.96349540849362,0.328586402730399
6,2.74889357189107,0.328586402730399
6,3.53429173528852,-1.59912049328795
6,4.31968989868597,-2.08104721729253
6,5.10508806208341,-2.80393730329941
6,5.89048622548086,-0.635267045278773
7,0.392699081698724,1.29243985073957
7,1.17809724509617,0.569549764732692
7,1.96349540849362,1.29243985073957
7,2.74889357189107,0.810513126734985
7,3.53429173528852,0.328586402730399
7,4.31968989868597,-0.876230407281066
7,5.10508806208341,-0.153340321274187
7,5.89048622548086,0.569549764732692
8,0.392699081698724,1.05147648873728
8,1.17809724509617,0.810513126734985
8,1.96349540849362,-0.39430368327648
8,2.74889357189107,-0.876230407281066
8,3.53429173528852,-1.35815713128565
8,4.31968989868597,-0.153340321274187
8,5.10508806208341,0.0876230407281057
8,5.89048622548086,-0.635267045278773
9,0.392699081698724,-0.153340321274187
9,1.17809724509617,1.53340321274186
9,1.96349540849362,1.29243985073957
9,2.74889357189107,-0.153340321274187
9,3.53429173528852,-0.39430368327648
9,4.31968989868597,-0.876230407281066
9,5.10508806208341,-0.876230407281066
9,5.89048622548086,0.810513126734985
10,0.392699081698724,1.29243985073957
10,1.17809724509617,1.53340321274186
10,1.96349540849362,0.328586402730399
10,2.74889357189107,0.328586402730399
10,3.53429173528852,0.0876230407281057
10,4.31968989868597,-0.39430368327648
10,5.10508806208341,0.0876230407281057
10,5.89048622548086,0.810513126734985
11,0.392699081698724,0.569549764732692
11,1.17809724509617,-0.876230407281066
11,1.96349540849362,0.328586402730399
11,2.74889357189107,0.569549764732692
11,3.53429173528852,0.0876230407281057
11,4.31968989868597,-1.35815713128565
11,5.10508806208341,-1.84008385529024
11,5.89048622548086,-0.635267045278773
