Subject_code,pos_rad,foreperiod,predictability,difficulty,nanmean_RT_TP
3,3.92699081698724,0.65,1,4,0.528185473166862
3,3.92699081698724,0.65,3,4,0.536151295166898
3,3.92699081698724,1.4,1,4,0.94919409633341
3,3.92699081698724,1.4,3,4,0.653801179499927
3,4.31968989868597,0.65,1,8,1.42494798950065
3,4.31968989868597,0.65,3,8,NaN
3,4.31968989868597,1.4,1,8,NaN
3,4.31968989868597,1.4,3,8,NaN
3,5.10508806208341,0.65,1,8,2.07602668000027
3,5.10508806208341,0.65,3,8,NaN
3,5.10508806208341,1.4,1,8,1.06877548899956
3,5.10508806208341,1.4,3,8,1.1679029930001
3,5.49778714378214,0.65,1,4,0.630193261199838
3,5.49778714378214,0.65,3,4,0.502927419499883
3,5.49778714378214,1.4,1,4,0.719529350999851
3,5.49778714378214,1.4,3,4,0.768319293333358
3,5.89048622548086,0.65,1,8,0.466797553000712
3,5.89048622548086,0.65,3,8,NaN
3,5.89048622548086,1.4,1,8,0.580284186999961
3,5.89048622548086,1.4,3,8,0.875020004999897
4,0.392699081698724,0.65,1,8,0.654947759499748
4,0.392699081698724,0.65,3,8,0.696506926999973
4,0.392699081698724,1.4,1,8,0.675015403000032
4,0.392699081698724,1.4,3,8,0.650436473999889
4,0.785398163397448,0.65,1,4,0.860634339083513
4,0.785398163397448,0.65,3,4,0.663453568833537
4,0.785398163397448,1.4,1,4,0.653056584666615
4,0.785398163397448,1.4,3,4,0.932603105333328
4,1.17809724509617,0.65,1,8,0.761601500000006
4,1.17809724509617,0.65,3,8,0.702923126499627
4,1.17809724509617,1.4,1,8,0.563625136399787
4,1.17809724509617,1.4,3,8,1.37819739874942
4,1.96349540849362,0.65,1,8,0.899721936749984
4,1.96349540849362,0.65,3,8,0.636435465666636
4,1.96349540849362,1.4,1,8,0.60093225750029
4,1.96349540849362,1.4,3,8,0.89879995249953
4,2.35619449019234,0.65,1,4,0.9445586262728
4,2.35619449019234,0.65,3,4,1.30083583359965
4,2.35619449019234,1.4,1,4,1.07512524174994
4,2.35619449019234,1.4,3,4,0.981324150999762
4,2.74889357189107,0.65,1,8,0.449617658499619
4,2.74889357189107,0.65,3,8,1.34863935649992
4,2.74889357189107,1.4,1,8,1.10954988750018
4,2.74889357189107,1.4,3,8,0.952472955999838
4,3.53429173528852,0.65,1,8,0.902051017999838
4,3.53429173528852,0.65,3,8,NaN
4,3.53429173528852,1.4,1,8,0.70158482049942
4,3.53429173528852,1.4,3,8,0.707522156999403
4,3.92699081698724,0.65,1,4,0.811740133818231
4,3.92699081698724,0.65,3,4,0.65160027216632
4,3.92699081698724,1.4,1,4,0.81623605918193
4,3.92699081698724,1.4,3,4,0.651518545666704
4,4.31968989868597,0.65,1,8,0.502676191666448
4,4.31968989868597,0.65,3,8,0.501511661999757
4,4.31968989868597,1.4,1,8,1.03645846399968
4,4.31968989868597,1.4,3,8,0.748882142499951
4,5.10508806208341,0.65,1,8,1.46890820733339
4,5.10508806208341,0.65,3,8,1.70776239299994
4,5.10508806208341,1.4,1,8,0.742353272799892
4,5.10508806208341,1.4,3,8,0.563698880000004
4,5.49778714378214,0.65,1,4,1.04451057166672
4,5.49778714378214,0.65,3,4,1.22374186666639
4,5.49778714378214,1.4,1,4,0.859995086666781
4,5.49778714378214,1.4,3,4,0.838808725000073
4,5.89048622548086,0.65,1,8,0.620224166999947
4,5.89048622548086,0.65,3,8,NaN
4,5.89048622548086,1.4,1,8,1.54511177949962
4,5.89048622548086,1.4,3,8,0.598043008999412
5,0.392699081698724,0.65,1,8,0.647949593000521
5,0.392699081698724,0.65,3,8,0.684571772667672
5,0.392699081698724,1.4,1,8,0.762465406999885
5,0.392699081698724,1.4,3,8,0.48732402549922
5,0.785398163397448,0.65,1,4,0.824139269833419
5,0.785398163397448,0.65,3,4,1.0944079823336
5,0.785398163397448,1.4,1,4,0.70820467225
5,0.785398163397448,1.4,3,4,0.607548088166974
5,1.17809724509617,0.65,1,8,0.618100095167089
5,1.17809724509617,0.65,3,8,0.62263639449975
5,1.17809724509617,1.4,1,8,1.05786482299936
5,1.17809724509617,1.4,3,8,0.911193372666579
5,1.96349540849362,0.65,1,8,0.841278184666407
5,1.96349540849362,0.65,3,8,0.575745252999695
5,1.96349540849362,1.4,1,8,0.752411911332577
5,1.96349540849362,1.4,3,8,0.902735277500142
5,2.35619449019234,0.65,1,4,0.652553092666949
5,2.35619449019234,0.65,3,4,0.645951158500187
5,2.35619449019234,1.4,1,4,0.712510493250193
5,2.35619449019234,1.4,3,4,0.568780619166925
5,2.74889357189107,0.65,1,8,0.922770813600073
5,2.74889357189107,0.65,3,8,1.30750787399666
5,2.74889357189107,1.4,1,8,0.878452936999868
5,2.74889357189107,1.4,3,8,0.746209182666765
5,3.53429173528852,0.65,1,8,1.22057855599951
5,3.53429173528852,0.65,3,8,0.643301269001313
5,3.53429173528852,1.4,1,8,0.770844969333969
5,3.53429173528852,1.4,3,8,0.572823538999728
5,3.92699081698724,0.65,1,4,0.707400933833772
5,3.92699081698724,0.65,3,4,0.912753532999583
5,3.92699081698724,1.4,1,4,0.669637923166798
5,3.92699081698724,1.4,3,4,0.659824401166892
5,4.31968989868597,0.65,1,8,1.49165121400074
5,4.31968989868597,0.65,3,8,1.48470915699909
5,4.31968989868597,1.4,1,8,0.838907836501676
5,4.31968989868597,1.4,3,8,NaN
5,5.10508806208341,0.65,1,8,0.638644451499204
5,5.10508806208341,0.65,3,8,1.23133449149918
5,5.10508806208341,1.4,1,8,1.04153358566631
5,5.10508806208341,1.4,3,8,0.471885491000648
5,5.49778714378214,0.65,1,4,0.84863174883291
5,5.49778714378214,0.65,3,4,0.631362457499563
5,5.49778714378214,1.4,1,4,0.707891058000162
5,5.49778714378214,1.4,3,4,0.656714942833787
5,5.89048622548086,0.65,1,8,0.721787970598962
5,5.89048622548086,0.65,3,8,1.03596301950165
5,5.89048622548086,1.4,1,8,0.944854029000271
5,5.89048622548086,1.4,3,8,0.924580871499529
6,0.392699081698724,0.65,1,8,1.36078966449895
6,0.392699081698724,0.65,3,8,NaN
6,0.392699081698724,1.4,1,8,0.824870728400128
6,0.392699081698724,1.4,3,8,1.40665907149923
6,0.785398163397448,0.65,1,4,0.612081596166718
6,0.785398163397448,0.65,3,4,0.907421045166605
6,0.785398163397448,1.4,1,4,0.771678455917026
6,0.785398163397448,1.4,3,4,0.640286112500083
6,1.17809724509617,0.65,1,8,1.20505384659846
6,1.17809724509617,0.65,3,8,0.497092429002805
6,1.17809724509617,1.4,1,8,0.990363527666583
6,1.17809724509617,1.4,3,8,1.05902013300147
6,1.96349540849362,0.65,1,8,1.08278933499878
6,1.96349540849362,0.65,3,8,1.20652457200049
6,1.96349540849362,1.4,1,8,0.5419901397996
6,1.96349540849362,1.4,3,8,1.07496003400047
6,2.35619449019234,0.65,1,4,0.645779286583396
6,2.35619449019234,0.65,3,4,0.903328772999278
6,2.35619449019234,1.4,1,4,0.620677307636387
6,2.35619449019234,1.4,3,4,0.485916379999859
6,2.74889357189107,0.65,1,8,0.478124360499351
6,2.74889357189107,0.65,3,8,0.554256226500002
6,2.74889357189107,1.4,1,8,0.802972854751715
6,2.74889357189107,1.4,3,8,0.469066736666718
6,3.53429173528852,0.65,1,8,0.552673854001114
6,3.53429173528852,0.65,3,8,1.60512739999831
6,3.53429173528852,1.4,1,8,NaN
6,3.53429173528852,1.4,3,8,0.352026495502287
6,3.92699081698724,0.65,1,4,0.6124168481818
6,3.92699081698724,0.65,3,4,0.829911951999748
6,3.92699081698724,1.4,1,4,0.750013140727705
6,3.92699081698724,1.4,3,4,0.619922701833275
6,4.31968989868597,0.65,1,8,1.36685039449912
6,4.31968989868597,0.65,3,8,NaN
6,4.31968989868597,1.4,1,8,1.40293305199884
6,4.31968989868597,1.4,3,8,NaN
6,5.10508806208341,0.65,1,8,NaN
6,5.10508806208341,0.65,3,8,NaN
6,5.10508806208341,1.4,1,8,NaN
6,5.10508806208341,1.4,3,8,NaN
6,5.49778714378214,0.65,1,4,1.01981651437563
6,5.49778714378214,0.65,3,4,0.788170109667287
6,5.49778714378214,1.4,1,4,0.783918113777569
6,5.49778714378214,1.4,3,4,0.687332573598542
6,5.89048622548086,0.65,1,8,0.979637649000021
6,5.89048622548086,0.65,3,8,NaN
6,5.89048622548086,1.4,1,8,1.40575262433291
6,5.89048622548086,1.4,3,8,1.06918075433471
7,0.392699081698724,0.65,1,8,0.803306808833364
7,0.392699081698724,0.65,3,8,0.520661185000108
7,0.392699081698724,1.4,1,8,0.809311447400069
7,0.392699081698724,1.4,3,8,0.769726622500002
7,0.785398163397448,0.65,1,4,0.47561188625006
7,0.785398163397448,0.65,3,4,0.419746060500074
7,0.785398163397448,1.4,1,4,0.513317557916707
7,0.785398163397448,1.4,3,4,0.422392331166596
7,1.17809724509617,0.65,1,8,0.564136526999846
7,1.17809724509617,0.65,3,8,NaN
7,1.17809724509617,1.4,1,8,0.80354444849983
7,1.17809724509617,1.4,3,8,0.40202456800004
7,1.96349540849362,0.65,1,8,1.01767381133353
7,1.96349540849362,0.65,3,8,0.411238600666366
7,1.96349540849362,1.4,1,8,0.535133516500044
7,1.96349540849362,1.4,3,8,0.433664459500051
7,2.35619449019234,0.65,1,4,0.559160108833529
7,2.35619449019234,0.65,3,4,0.48772477816658
7,2.35619449019234,1.4,1,4,0.414704217333186
7,2.35619449019234,1.4,3,4,0.738805415500224
7,2.74889357189107,0.65,1,8,0.500081804400179
7,2.74889357189107,0.65,3,8,0.3768496280004
7,2.74889357189107,1.4,1,8,0.516123248249983
7,2.74889357189107,1.4,3,8,0.519239606749807
7,3.53429173528852,0.65,1,8,0.505110417000045
7,3.53429173528852,0.65,3,8,0.637481241666895
7,3.53429173528852,1.4,1,8,0.771413593799934
7,3.53429173528852,1.4,3,8,0.617399500000374
7,3.92699081698724,0.65,1,4,0.491251203999961
7,3.92699081698724,0.65,3,4,0.404888651666549
7,3.92699081698724,1.4,1,4,0.578313637916646
7,3.92699081698724,1.4,3,4,0.554829567999832
7,4.31968989868597,0.65,1,8,0.515496203499879
7,4.31968989868597,0.65,3,8,NaN
7,4.31968989868597,1.4,1,8,0.404118231666795
7,4.31968989868597,1.4,3,8,0.577572173332707
7,5.10508806208341,0.65,1,8,0.776328899666775
7,5.10508806208341,0.65,3,8,0.568957180750203
7,5.10508806208341,1.4,1,8,0.696161851750276
7,5.10508806208341,1.4,3,8,NaN
7,5.49778714378214,0.65,1,4,0.671947429400143
7,5.49778714378214,0.65,3,4,0.591841865833279
7,5.49778714378214,1.4,1,4,0.504589391182022
7,5.49778714378214,1.4,3,4,0.551889583666707
7,5.89048622548086,0.65,1,8,0.728674582833264
7,5.89048622548086,0.65,3,8,0.966636837000806
7,5.89048622548086,1.4,1,8,0.700031503333207
7,5.89048622548086,1.4,3,8,0.490526282999781
8,0.392699081698724,0.65,1,8,0.977451326501068
8,0.392699081698724,0.65,3,8,1.22601459349971
8,0.392699081698724,1.4,1,8,1.03876385116685
8,0.392699081698724,1.4,3,8,1.00319042900082
8,0.785398163397448,0.65,1,4,0.646768076834026
8,0.785398163397448,0.65,3,4,0.568974481500239
8,0.785398163397448,1.4,1,4,0.628028825833402
8,0.785398163397448,1.4,3,4,0.618391016833508
8,1.17809724509617,0.65,1,8,0.628702536499986
8,1.17809724509617,0.65,3,8,1.10610555499989
8,1.17809724509617,1.4,1,8,0.652754956166367
8,1.17809724509617,1.4,3,8,1.13358625166802
8,1.96349540849362,0.65,1,8,0.501765548999174
8,1.96349540849362,0.65,3,8,0.696584313500352
8,1.96349540849362,1.4,1,8,0.643404959198233
8,1.96349540849362,1.4,3,8,0.701247061999311
8,2.35619449019234,0.65,1,4,0.892821688416007
8,2.35619449019234,0.65,3,4,0.519566106333514
8,2.35619449019234,1.4,1,4,0.659878883249197
8,2.35619449019234,1.4,3,4,0.551961020833308
8,2.74889357189107,0.65,1,8,1.60165045100075
8,2.74889357189107,0.65,3,8,NaN
8,2.74889357189107,1.4,1,8,0.670564359999844
8,2.74889357189107,1.4,3,8,1.41685294299896
8,3.53429173528852,0.65,1,8,1.80092973199862
8,3.53429173528852,0.65,3,8,1.20439259299746
8,3.53429173528852,1.4,1,8,1.60628841549988
8,3.53429173528852,1.4,3,8,1.8044294930005
8,3.92699081698724,0.65,1,4,0.777627430583076
8,3.92699081698724,0.65,3,4,0.583902873500241
8,3.92699081698724,1.4,1,4,0.670542354750675
8,3.92699081698724,1.4,3,4,1.27228073799961
8,4.31968989868597,0.65,1,8,1.06068533766665
8,4.31968989868597,0.65,3,8,1.0038439380005
8,4.31968989868597,1.4,1,8,0.756193600748702
8,4.31968989868597,1.4,3,8,0.837865671334536
8,5.10508806208341,0.65,1,8,2.10750988233364
8,5.10508806208341,0.65,3,8,0.667900866000612
8,5.10508806208341,1.4,1,8,0.829517142249642
8,5.10508806208341,1.4,3,8,1.15086542999961
8,5.49778714378214,0.65,1,4,0.708739879417256
8,5.49778714378214,0.65,3,4,0.671514473833061
8,5.49778714378214,1.4,1,4,0.593810368000959
8,5.49778714378214,1.4,3,4,0.569862380834214
8,5.89048622548086,0.65,1,8,1.20189872999981
8,5.89048622548086,0.65,3,8,1.40963517500131
8,5.89048622548086,1.4,1,8,1.10272300333357
8,5.89048622548086,1.4,3,8,1.43637032366799
9,0.392699081698724,0.65,1,8,0.648906243666564
9,0.392699081698724,0.65,3,8,0.989078196666924
9,0.392699081698724,1.4,1,8,0.980747728200095
9,0.392699081698724,1.4,3,8,NaN
9,0.785398163397448,0.65,1,4,0.61043227791663
9,0.785398163397448,0.65,3,4,0.800460015666772
9,0.785398163397448,1.4,1,4,0.616987679454434
9,0.785398163397448,1.4,3,4,0.578083593333152
9,1.17809724509617,0.65,1,8,0.854078889833393
9,1.17809724509617,0.65,3,8,0.629348094999841
9,1.17809724509617,1.4,1,8,0.90650877566668
9,1.17809724509617,1.4,3,8,0.720923445999915
9,1.96349540849362,0.65,1,8,0.99072206819983
9,1.96349540849362,0.65,3,8,0.884651568999857
9,1.96349540849362,1.4,1,8,0.781490859500157
9,1.96349540849362,1.4,3,8,0.579847866500131
9,2.35619449019234,0.65,1,4,0.674914883583369
9,2.35619449019234,0.65,3,4,0.802033427666856
9,2.35619449019234,1.4,1,4,0.586826741499976
9,2.35619449019234,1.4,3,4,0.646230340666762
9,2.74889357189107,0.65,1,8,1.60029948425006
9,2.74889357189107,0.65,3,8,NaN
9,2.74889357189107,1.4,1,8,1.42428163400018
9,2.74889357189107,1.4,3,8,1.44421237625011
9,3.53429173528852,0.65,1,8,1.34488308099981
9,3.53429173528852,0.65,3,8,1.66635747766698
9,3.53429173528852,1.4,1,8,1.69814491933342
9,3.53429173528852,1.4,3,8,0.7813878904999
9,3.92699081698724,0.65,1,4,1.10961511500011
9,3.92699081698724,0.65,3,4,0.637077957400015
9,3.92699081698724,1.4,1,4,0.820783448899965
9,3.92699081698724,1.4,3,4,0.756252550499994
9,4.31968989868597,0.65,1,8,2.16789008699986
9,4.31968989868597,0.65,3,8,NaN
9,4.31968989868597,1.4,1,8,2.12959757300026
9,4.31968989868597,1.4,3,8,1.54625747249975
9,5.10508806208341,0.65,1,8,1.97952136740023
9,5.10508806208341,0.65,3,8,NaN
9,5.10508806208341,1.4,1,8,1.56089946866632
9,5.10508806208341,1.4,3,8,NaN
9,5.49778714378214,0.65,1,4,0.669783298800075
9,5.49778714378214,0.65,3,4,0.799864013833182
9,5.49778714378214,1.4,1,4,0.738487838444396
9,5.49778714378214,1.4,3,4,1.23852694024993
9,5.89048622548086,0.65,1,8,1.3390193375003
9,5.89048622548086,0.65,3,8,0.985542377999536
9,5.89048622548086,1.4,1,8,1.71144843620018
9,5.89048622548086,1.4,3,8,1.5382817095001
10,0.392699081698724,0.65,1,8,0.763251457500398
10,0.392699081698724,0.65,3,8,0.619001567250052
10,0.392699081698724,1.4,1,8,0.670654970833918
10,0.392699081698724,1.4,3,8,0.511872447999849
10,0.785398163397448,0.65,1,4,0.68037075336377
10,0.785398163397448,0.65,3,4,0.757722849999846
10,0.785398163397448,1.4,1,4,0.599545144999714
10,0.785398163397448,1.4,3,4,0.752345914332788
10,1.17809724509617,0.65,1,8,0.685283321667157
10,1.17809724509617,0.65,3,8,0.56423888900099
10,1.17809724509617,1.4,1,8,0.839562116833198
10,1.17809724509617,1.4,3,8,0.668376103500123
10,1.96349540849362,0.65,1,8,0.799393720400622
10,1.96349540849362,0.65,3,8,0.869271623499117
10,1.96349540849362,1.4,1,8,1.30494010400025
10,1.96349540849362,1.4,3,8,1.38863403299911
10,2.35619449019234,0.65,1,4,0.676277432416858
10,2.35619449019234,0.65,3,4,0.495018020399948
10,2.35619449019234,1.4,1,4,0.539022592999875
10,2.35619449019234,1.4,3,4,0.548091083499154
10,2.74889357189107,0.65,1,8,1.25460730024997
10,2.74889357189107,0.65,3,8,0.923352897000768
10,2.74889357189107,1.4,1,8,0.962542236398804
10,2.74889357189107,1.4,3,8,0.923778288499307
10,3.53429173528852,0.65,1,8,1.39011509474949
10,3.53429173528852,0.65,3,8,0.818823951000013
10,3.53429173528852,1.4,1,8,0.800112752399946
10,3.53429173528852,1.4,3,8,1.07238909099942
10,3.92699081698724,0.65,1,4,0.63333978616644
10,3.92699081698724,0.65,3,4,0.532386441665646
10,3.92699081698724,1.4,1,4,0.593017895333257
10,3.92699081698724,1.4,3,4,0.634899034598857
10,4.31968989868597,0.65,1,8,1.11784158250066
10,4.31968989868597,0.65,3,8,0.516378065000026
10,4.31968989868597,1.4,1,8,0.961322506601209
10,4.31968989868597,1.4,3,8,NaN
10,5.10508806208341,0.65,1,8,0.946350930999415
10,5.10508806208341,0.65,3,8,0.826187317000101
10,5.10508806208341,1.4,1,8,0.68182785866702
10,5.10508806208341,1.4,3,8,0.615098537999984
10,5.49778714378214,0.65,1,4,0.687569393416046
10,5.49778714378214,0.65,3,4,0.596064484333207
10,5.49778714378214,1.4,1,4,0.58856384245436
10,5.49778714378214,1.4,3,4,0.494077042999379
10,5.89048622548086,0.65,1,8,0.837855304599725
10,5.89048622548086,0.65,3,8,0.71768884300036
10,5.89048622548086,1.4,1,8,0.639122888199927
10,5.89048622548086,1.4,3,8,0.766042080749685
11,0.392699081698724,0.65,1,8,0.523286531249937
11,0.392699081698724,0.65,3,8,0.368502609999875
11,0.392699081698724,1.4,1,8,0.97831611799993
11,0.392699081698724,1.4,3,8,0.770435891500028
11,0.785398163397448,0.65,1,4,0.728553515181912
11,0.785398163397448,0.65,3,4,0.698093537000318
11,0.785398163397448,1.4,1,4,1.01926393054555
11,0.785398163397448,1.4,3,4,0.611623887599853
11,1.17809724509617,0.65,1,8,0.509895585000322
11,1.17809724509617,0.65,3,8,0.579502768000566
11,1.17809724509617,1.4,1,8,0.872531769666618
11,1.17809724509617,1.4,3,8,NaN
11,1.96349540849362,0.65,1,8,0.597472242200365
11,1.96349540849362,0.65,3,8,0.669579090666806
11,1.96349540849362,1.4,1,8,0.878570356249782
11,1.96349540849362,1.4,3,8,0.668413769000836
11,2.35619449019234,0.65,1,4,0.586159520363791
11,2.35619449019234,0.65,3,4,0.897132964666753
11,2.35619449019234,1.4,1,4,0.624530022000063
11,2.35619449019234,1.4,3,4,0.544330407833362
11,2.74889357189107,0.65,1,8,0.54981729960009
11,2.74889357189107,0.65,3,8,0.978899072999411
11,2.74889357189107,1.4,1,8,0.774219957750006
11,2.74889357189107,1.4,3,8,0.626477930750298
11,3.53429173528852,0.65,1,8,0.693679906600028
11,3.53429173528852,0.65,3,8,0.671677397500162
11,3.53429173528852,1.4,1,8,0.646305469500021
11,3.53429173528852,1.4,3,8,2.7846033830001
11,3.92699081698724,0.65,1,4,0.826967842083415
11,3.92699081698724,0.65,3,4,1.37026831449994
11,3.92699081698724,1.4,1,4,0.736560896666977
11,3.92699081698724,1.4,3,4,0.7504910216666
11,4.31968989868597,0.65,1,8,0.613092627250467
11,4.31968989868597,0.65,3,8,NaN
11,4.31968989868597,1.4,1,8,0.726487897999959
11,4.31968989868597,1.4,3,8,NaN
11,5.10508806208341,0.65,1,8,0.686209107001559
11,5.10508806208341,0.65,3,8,0.672610077500167
11,5.10508806208341,1.4,1,8,NaN
11,5.10508806208341,1.4,3,8,0.690819010000268
11,5.49778714378214,0.65,1,4,0.745982684182019
11,5.49778714378214,0.65,3,4,0.752999756333187
11,5.49778714378214,1.4,1,4,0.599267444799989
11,5.49778714378214,1.4,3,4,0.929682173833423
11,5.89048622548086,0.65,1,8,1.13447704300006
11,5.89048622548086,0.65,3,8,0.778651999999965
11,5.89048622548086,1.4,1,8,2.06576926400006
11,5.89048622548086,1.4,3,8,1.20791760033361
