Subject_code,z_score,pos_rad
1,0.48318639617689,0
2,-0.428421646224551,0
3,0.48318639617689,0
4,0.48318639617689,0
5,-0.225842081246453,0
6,0.48318639617689,0
7,0.48318639617689,0
8,0.48318639617689,0
9,0.48318639617689,0
10,0.48318639617689,0
11,0.48318639617689,0
12,0.48318639617689,0
13,-1.64389903609314,0
14,0.48318639617689,0
15,-0.154939233504118,0
16,0.48318639617689,0
17,0.48318639617689,0
18,0.48318639617689,0
1,-0.950426217893222,0
2,0.159721857351282,0
3,-0.316055889182077,0
4,-0.104599112945029,0
5,0.318314439529068,0
6,0.952684768240213,0
7,0.952684768240213,0
8,-0.104599112945029,0
9,0.952684768240213,0
10,0.952684768240213,0
11,0.159721857351282,0
12,0.952684768240213,0
13,0.952684768240213,0
14,0.952684768240213,0
15,0.424042827647592,0
16,0.952684768240213,0
17,0.952684768240213,0
18,0.424042827647592,0
1,1.20018453582642,0
2,-0.356496031076939,0
3,1.20018453582642,0
4,0.421844252374743,0
5,1.20018453582642,0
6,1.20018453582642,0
7,0,0
8,-0.356496031076939,0
9,-0.356496031076939,0
10,-0.134113092947887,0
11,-1.9131765979803,0
12,-0.356496031076939,0
13,0.421844252374743,0
14,-0.356496031076939,0
15,-0.356496031076939,0
16,0.421844252374743,0
17,1.20018453582642,0
18,1.20018453582642,0
1,-1.55729251979269,0
2,-1.10157099478626,0
3,-0.463560859777253,0
4,0.265593580233039,0
5,-1.55729251979269,0
6,0.630170800238185,0
7,-1.55729251979269,0
8,0.493454342736255,0
9,-0.190127944773393,0
10,1.1770366302459,0
11,0.265593580233039,0
12,0.265593580233039,0
13,0.083304970230466,0
14,1.1770366302459,0
15,1.1770366302459,0
16,0.493454342736255,0
17,0.493454342736255,0
18,1.1770366302459,0
1,-1.55729251979269,0.628318530717959
2,1.1770366302459,0.628318530717959
3,0.493454342736255,0.628318530717959
4,1.1770366302459,0.628318530717959
5,-0.645849469779826,0.628318530717959
6,1.1770366302459,0.628318530717959
7,-0.190127944773393,0.628318530717959
8,1.1770366302459,0.628318530717959
9,-0.873710232283042,0.628318530717959
10,1.1770366302459,0.628318530717959
11,0.083304970230466,0.628318530717959
12,1.1770366302459,0.628318530717959
13,0.493454342736255,0.628318530717959
14,0.630170800238185,0.628318530717959
15,1.1770366302459,0.628318530717959
16,1.1770366302459,0.628318530717959
17,-0.463560859777253,0.628318530717959
18,1.1770366302459,0.628318530717959
1,-1.9131765979803,0.785398163397448
2,1.20018453582642,0.785398163397448
3,0.421844252374743,0.785398163397448
4,1.20018453582642,0.785398163397448
5,-0.356496031076939,0.785398163397448
6,0.162397491224182,0.785398163397448
7,0.421844252374743,0.785398163397448
8,1.20018453582642,0.785398163397448
9,0,0.785398163397448
10,1.20018453582642,0.785398163397448
11,1.20018453582642,0.785398163397448
12,1.20018453582642,0.785398163397448
13,1.20018453582642,0.785398163397448
14,1.20018453582642,0.785398163397448
15,1.20018453582642,0.785398163397448
16,1.20018453582642,0.785398163397448
17,1.20018453582642,0.785398163397448
18,1.20018453582642,0.785398163397448
1,-0.104599112945029,1.0471975511966
2,-0.316055889182077,1.0471975511966
3,0.952684768240213,1.0471975511966
4,0.952684768240213,1.0471975511966
5,0.952684768240213,1.0471975511966
6,0.952684768240213,1.0471975511966
7,0.952684768240213,1.0471975511966
8,0.952684768240213,1.0471975511966
9,0.424042827647592,1.0471975511966
10,0.952684768240213,1.0471975511966
11,0.952684768240213,1.0471975511966
12,0.952684768240213,1.0471975511966
13,0.499563104875109,1.0471975511966
14,0.952684768240213,1.0471975511966
15,-0.316055889182077,1.0471975511966
16,0.952684768240213,1.0471975511966
17,0.159721857351282,1.0471975511966
18,0.952684768240213,1.0471975511966
1,-1.01042668978497,1.25663706143592
2,-0.463560859777253,1.25663706143592
3,0.265593580233039,1.25663706143592
4,1.1770366302459,1.25663706143592
5,-0.190127944773393,1.25663706143592
6,1.1770366302459,1.25663706143592
7,1.1770366302459,1.25663706143592
8,1.1770366302459,1.25663706143592
9,-0.190127944773393,1.25663706143592
10,1.1770366302459,1.25663706143592
11,-0.190127944773393,1.25663706143592
12,0.493454342736255,1.25663706143592
13,1.1770366302459,1.25663706143592
14,1.1770366302459,1.25663706143592
15,-1.55729251979269,1.25663706143592
16,0.493454342736255,1.25663706143592
17,-1.01042668978497,1.25663706143592
18,1.1770366302459,1.25663706143592
1,-0.428421646224551,1.5707963267949
2,-1.90978471512689,1.5707963267949
3,0.48318639617689,1.5707963267949
4,0.48318639617689,1.5707963267949
5,0.48318639617689,1.5707963267949
6,-0.31447064092437,1.5707963267949
7,0.48318639617689,1.5707963267949
8,-0.225842081246453,1.5707963267949
9,0.48318639617689,1.5707963267949
10,0.48318639617689,1.5707963267949
11,0.48318639617689,1.5707963267949
12,0.48318639617689,1.5707963267949
13,0.48318639617689,1.5707963267949
14,0.48318639617689,1.5707963267949
15,0.48318639617689,1.5707963267949
16,0.48318639617689,1.5707963267949
17,0.48318639617689,1.5707963267949
18,0.48318639617689,1.5707963267949
1,1.20018453582642,1.5707963267949
2,-0.356496031076939,1.5707963267949
3,-0.356496031076939,1.5707963267949
4,1.20018453582642,1.5707963267949
5,1.20018453582642,1.5707963267949
6,-0.356496031076939,1.5707963267949
7,1.20018453582642,1.5707963267949
8,1.20018453582642,1.5707963267949
9,0.681291013525304,1.5707963267949
10,1.20018453582642,1.5707963267949
11,0.421844252374743,1.5707963267949
12,-0.87538955337806,1.5707963267949
13,1.20018453582642,1.5707963267949
14,1.20018453582642,1.5707963267949
15,-0.87538955337806,1.5707963267949
16,0.310652783310217,1.5707963267949
17,-1.39428307567918,1.5707963267949
