Subject_code,pos_rad,z_score
5,3.534291735,-0.183531524
5,4.319689899,-1.221318568
5,5.105088062,-0.183531524
5,5.890486225,0.508326506
6,0.392699082,-0.356496031
6,1.178097245,0.508326506
6,1.963495408,0.335361999
6,2.748893572,0.335361999
6,3.534291735,-1.048354061
6,4.319689899,-1.394283076
6,5.105088062,-1.913176598
6,5.890486225,-0.356496031
7,0.392699082,1.027220028
7,1.178097245,0.508326506
7,1.963495408,1.027220028
7,2.748893572,0.681291014
7,3.534291735,0.335361999
7,4.319689899,-0.529460539
7,5.105088062,-0.010567016
7,5.890486225,0.508326506
8,0.392699082,0.854255521
8,1.178097245,0.681291014
8,1.963495408,-0.183531524
8,2.748893572,-0.529460539
8,3.534291735,-0.875389553
8,4.319689899,-0.010567016
8,5.105088062,0.162397491
8,5.890486225,-0.356496031
9,0.392699082,-0.010567016
9,1.178097245,1.200184536
9,1.963495408,1.027220028
9,2.748893572,-0.010567016
9,3.534291735,-0.183531524
9,4.319689899,-0.529460539
9,5.105088062,-0.529460539
9,5.890486225,0.681291014
10,0.392699082,1.027220028
10,1.178097245,1.200184536
10,1.963495408,0.335361999
10,2.748893572,0.335361999
10,3.534291735,0.162397491
10,4.319689899,-0.183531524
10,5.105088062,0.162397491
10,5.890486225,0.681291014
11,0.392699082,0.508326506
11,1.178097245,-0.529460539
11,1.963495408,0.335361999
11,2.748893572,0.508326506
11,3.534291735,0.162397491
11,4.319689899,-0.875389553
11,5.105088062,-1.221318568
11,5.890486225,-0.356496031
1,0,-1.55729252
1,0.628318531,-1.55729252
1,1.256637061,-1.01042669
1,1.884955592,0.08330497
1,2.513274123,-1.101570995
1,3.141592654,0.493454343
1,3.769911184,1.17703663
1,4.398229715,-0.873710232
1,5.026548246,-0.190127945
1,5.654866776,1.17703663
2,0,-1.101570995
2,0.628318531,1.17703663
2,1.256637061,-0.46356086
2,1.884955592,-0.190127945
2,2.513274123,-0.190127945
2,3.141592654,1.17703663
2,3.769911184,-1.55729252
2,4.398229715,-1.55729252
2,5.654866776,-1.55729252
3,0,-0.46356086
3,0.628318531,0.493454343
3,1.256637061,0.26559358
3,1.884955592,1.17703663
3,2.513274123,0.26559358
3,3.141592654,-1.55729252
3,3.769911184,-0.190127945
3,4.398229715,0.26559358
3,5.026548246,-1.55729252
3,5.654866776,-0.190127945
4,0,0.26559358
4,0.628318531,1.17703663
4,1.256637061,1.17703663
4,1.884955592,-0.190127945
4,2.513274123,-0.190127945
4,3.769911184,0.26559358
4,4.398229715,1.17703663
4,5.654866776,1.17703663
5,0,-1.55729252
5,0.628318531,-0.64584947
5,1.256637061,-0.190127945
5,2.513274123,1.17703663
5,3.141592654,-0.190127945
5,3.769911184,1.17703663
5,5.026548246,1.17703663
5,5.654866776,-0.46356086
6,0,0.6301708
6,0.628318531,1.17703663
6,1.256637061,1.17703663
6,1.884955592,-1.55729252
6,2.513274123,-0.190127945
6,3.141592654,-0.64584947
6,3.769911184,-0.873710232
6,4.398229715,-0.64584947
6,5.026548246,-0.64584947
6,5.654866776,-1.55729252
7,0,-1.55729252
7,0.628318531,-0.190127945
7,1.256637061,1.17703663
7,1.884955592,0.26559358
7,2.513274123,-0.64584947
7,3.141592654,-0.190127945
7,3.769911184,-1.215501376
7,4.398229715,0.26559358
7,5.026548246,-1.16667407
8,0,0.493454343
8,0.628318531,1.17703663
8,1.256637061,1.17703663
8,1.884955592,1.17703663
8,2.513274123,1.17703663
8,3.141592654,-1.55729252
8,3.769911184,1.17703663
8,4.398229715,-1.55729252
8,5.654866776,1.17703663
9,0,-0.190127945
9,0.628318531,-0.873710232
9,1.256637061,-0.190127945
9,1.884955592,1.17703663
9,3.141592654,0.26559358
9,3.769911184,-0.873710232
9,4.398229715,-0.873710232
9,5.026548246,1.17703663
9,5.654866776,1.17703663
10,0,1.17703663
10,0.628318531,1.17703663
10,1.256637061,1.17703663
10,1.884955592,0.6301708
10,2.513274123,0.26559358
10,3.141592654,0.493454343
10,3.769911184,-0.190127945
10,4.398229715,-0.190127945
10,5.026548246,1.17703663
11,0,0.26559358
11,0.628318531,0.08330497
11,1.256637061,-0.190127945
11,1.884955592,-1.55729252
11,2.513274123,-0.190127945
11,3.141592654,-0.873710232
11,3.769911184,-1.55729252
11,4.398229715,1.17703663
11,5.026548246,1.17703663
11,5.654866776,-0.64584947
12,0,0.26559358
12,0.628318531,1.17703663
12,1.256637061,0.493454343
12,1.884955592,-1.55729252
12,2.513274123,-0.190127945
12,3.141592654,1.17703663
12,3.769911184,-1.55729252
12,4.398229715,-0.873710232
12,5.026548246,-0.190127945
12,5.654866776,-1.55729252
13,0,0.08330497
13,0.628318531,0.493454343
13,1.256637061,1.17703663
13,1.884955592,1.17703663
13,2.513274123,-0.190127945
13,3.141592654,1.17703663
13,3.769911184,-1.55729252
13,4.398229715,-0.64584947
13,5.026548246,-1.55729252
13,5.654866776,-1.55729252
14,0,1.17703663
14,0.628318531,0.6301708
14,1.256637061,1.17703663
14,1.884955592,-0.64584947
14,2.513274123,0.08330497
14,3.141592654,-1.55729252
14,3.769911184,1.17703663
14,4.398229715,0.26559358
14,5.026548246,-0.190127945
14,5.654866776,1.17703663
15,0,1.17703663
15,0.628318531,1.17703663
15,1.256637061,-1.55729252
15,1.884955592,-1.55729252
15,2.513274123,0.26559358
15,3.769911184,1.17703663
15,4.398229715,-0.64584947
15,5.026548246,0.26559358
15,5.654866776,1.17703663
16,0,0.493454343
16,0.628318531,1.17703663
16,1.256637061,0.493454343
16,1.884955592,-0.190127945
16,2.513274123,1.17703663
16,3.141592654,1.17703663
16,3.769911184,1.17703663
16,4.398229715,1.17703663
16,5.026548246,-0.190127945
16,5.654866776,1.17703663
17,0,0.493454343
17,0.628318531,-0.46356086
17,1.256637061,-1.01042669
17,1.884955592,-0.190127945
17,2.513274123,-0.873710232
17,3.141592654,-0.190127945
17,3.769911184,-0.64584947
17,5.026548246,-1.55729252
17,5.654866776,0.08330497
18,0,1.17703663
18,0.628318531,1.17703663
18,1.256637061,1.17703663
18,1.884955592,1.17703663
18,2.513274123,-1.55729252
18,3.141592654,-1.55729252
18,3.769911184,-1.55729252
18,4.398229715,-0.190127945
18,5.026548246,-0.64584947
18,5.654866776,-1.55729252
