code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
239,1.4,1,10,2,1.54079825500048,1,23,1,3,1.85579492100078,0,NaN,NaN,0,0,0,1,0.951056516295154,0.309016994374947,1
18,0.65,1,4,1,1.5678109269993,1,18,4,4,0.600470194998707,1,1.5678109269993,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
267,0.65,3,10,2,0.99150130200178,1,51,4,3,1.32663227800003,0,NaN,NaN,0,0,0,1,-0.587785252292473,0.809016994374947,1
16,0.65,1,4,2,0.809564844999841,2,16,7,4,0.656066069999724,1,0.809564844999841,4,0,1,0,0,NaN,NaN,1
174,1.4,1,8,2,0.95614156999909,2,30,14,3,0.748170016999211,1,0.95614156999909,3,0,1,0,0,NaN,NaN,1
19,1.4,1,4,1,0.80186659300125,1,19,3,4,0.466354524000053,1,0.80186659300125,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
11,0.65,1,4,2,0.567389081999863,2,11,6,4,0.337736084000426,1,0.567389081999863,4,0,1,0,0,NaN,NaN,1
17,0.65,1,4,1,0.656658892999985,1,17,4,4,0.362437822999709,1,0.656658892999985,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
213,0.65,3,8,1,0.49156345099982,1,69,4,4,0.558454519999941,1,0.49156345099982,4,1,0,0,0,-0.923879532511287,0.38268343236509,1
67,1.4,3,4,2,1.04412059099923,1,67,2,4,0.0705325510007242,0,NaN,NaN,0,0,0,1,-0.707106781186547,0.707106781186548,1
110,0.65,3,6,2,1.39324062800006,2,38,11,3,0.129019689000415,1,1.39324062800006,3,0,1,0,0,NaN,NaN,1
88,0.65,1,6,1,0.689117762998649,1,16,2,4,0.174529748999703,1,0.689117762998649,4,1,0,0,0,6.12323399573677e-17,1,1
15,0.65,1,4,2,0.674133540000184,2,15,8,4,0.167748500998641,1,0.674133540000184,4,0,1,0,0,NaN,NaN,1
155,0.65,1,8,2,0.466530949999651,1,11,7,2,0.957275734999712,0,NaN,NaN,0,0,0,1,0.38268343236509,-0.923879532511287,1
117,1.4,3,6,2,1.66683178700077,2,45,9,2,0.356468056999802,1,1.66683178700077,2,0,1,0,0,NaN,NaN,1
87,0.65,1,6,2,1.50080426900058,1,15,6,3,0.24935707899931,0,NaN,NaN,0,0,0,1,0.866025403784439,-0.5,1
86,0.65,1,6,2,0.817494298999009,2,14,9,2,0.249742830001196,1,0.817494298999009,2,0,1,0,0,NaN,NaN,1
252,1.4,1,10,1,0.73532517700005,1,36,5,4,0.329560968999431,1,0.73532517700005,4,1,0,0,0,-0.951056516295154,0.309016994374948,1
135,0.65,3,6,2,2.49374167299902,2,63,8,3,0.0607854399986536,1,2.49374167299902,3,0,1,0,0,NaN,NaN,1
189,1.4,3,8,2,1.25432175800051,1,45,3,2,0.0589179959988542,0,NaN,NaN,0,0,0,1,-0.38268343236509,0.923879532511287,1
229,0.65,1,10,2,1.62734676400032,1,13,7,2,0.138009960001,0,NaN,NaN,0,0,0,1,-0.587785252292473,-0.809016994374947,1
22,1.4,1,4,1,0.717961694999758,1,22,4,4,0.148162004001279,1,0.717961694999758,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
142,1.4,3,6,1,0.906473851999181,1,70,6,4,0.128214802000002,1,0.906473851999181,4,1,0,0,0,0.866025403784439,-0.5,1
60,1.4,3,4,1,0.568737105999389,1,60,1,4,0.0680065520009521,1,0.568737105999389,4,1,0,0,0,0.707106781186548,0.707106781186547,1
168,1.4,1,8,2,1.10579844600034,2,24,11,2,0.0933962399994925,1,1.10579844600034,2,0,1,0,0,NaN,NaN,1
261,1.4,3,10,2,1.68855960600013,1,45,10,3,0.420381072999589,0,NaN,NaN,0,0,0,1,0.951056516295154,-0.309016994374948,1
84,0.65,1,6,2,1.06437010599984,2,12,8,3,0.146693646000131,1,1.06437010599984,3,0,1,0,0,NaN,NaN,1
1,0.65,1,4,1,0.597785975000079,1,1,4,4,0.0384731819995068,1,0.597785975000079,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
264,1.4,3,10,2,1.88188752799942,1,48,1,3,0.0864665190001688,0,NaN,NaN,0,0,0,1,0.951056516295154,0.309016994374947,1
241,1.4,1,10,2,1.56475483600116,2,25,13,2,0.0221880059998512,1,1.56475483600116,2,0,1,0,0,NaN,NaN,1
184,0.65,3,8,2,0.86632257599922,2,40,15,2,0.101871647000735,1,0.86632257599922,2,0,1,0,0,NaN,NaN,1
111,0.65,3,6,2,0.777525980000064,2,39,9,3,0.486841814999934,1,0.777525980000064,3,0,1,0,0,NaN,NaN,1
285,0.65,3,10,2,0.794763367999622,2,69,19,3,0.251193553000121,1,0.794763367999622,3,0,1,0,0,NaN,NaN,1
35,1.4,1,4,2,0.821215256000869,1,35,3,4,0.366910554999777,0,NaN,NaN,0,0,0,1,-0.707106781186548,-0.707106781186547,1
248,1.4,1,10,1,0.90189756899963,1,32,2,4,0.285027106001507,1,0.90189756899963,4,1,0,0,0,0.587785252292473,0.809016994374947,1
149,0.65,1,8,2,1.23027519300013,2,5,13,3,0.0225113569995301,1,1.23027519300013,3,0,1,0,0,NaN,NaN,1
181,0.65,3,8,1,0.489037925000957,1,37,3,4,0.166014143000211,1,0.489037925000957,4,1,0,0,0,-0.38268343236509,0.923879532511287,1
180,1.4,1,8,2,0.469206423998912,1,36,4,3,0.906258004000847,0,NaN,NaN,0,0,0,1,-0.923879532511287,0.38268343236509,1
89,0.65,1,6,2,1.16521045199988,2,17,11,3,0.32172876200093,1,1.16521045199988,3,0,1,0,0,NaN,NaN,1
225,0.65,1,10,2,0.732094236000194,2,9,16,3,0.546826068999508,1,0.732094236000194,3,0,1,0,0,NaN,NaN,1
166,1.4,1,8,2,0.575187454000115,1,22,4,3,0.210473821000051,0,NaN,NaN,0,0,0,1,-0.923879532511287,0.38268343236509,1
283,1.4,3,10,2,0.810480902000563,1,67,7,3,0.220565388999603,0,NaN,NaN,0,0,0,1,-0.587785252292473,-0.809016994374947,1
148,0.65,1,8,2,0.504150699998718,2,4,16,3,0.508061604999966,1,0.504150699998718,3,0,1,0,0,NaN,NaN,1
242,1.4,1,10,2,0.922712799998408,2,26,19,4,0.434211513000264,1,0.922712799998408,4,0,1,0,0,NaN,NaN,1
99,1.4,1,6,1,1.95581935399969,1,27,6,4,0.125095834999229,1,1.95581935399969,4,1,0,0,0,0.866025403784439,-0.5,1
177,1.4,1,8,2,0.939396884999951,2,33,13,3,0.0378629980004916,1,0.939396884999951,3,0,1,0,0,NaN,NaN,1
69,0.65,3,4,1,0.616842359000657,1,69,2,4,0.113116403999811,1,0.616842359000657,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
95,1.4,1,6,2,0.757415088000926,2,23,9,4,0.259952745000191,1,0.757415088000926,4,0,1,0,0,NaN,NaN,1
45,1.4,3,4,2,0.846999868999774,1,45,1,4,0.352610138999808,0,NaN,NaN,0,0,0,1,0.707106781186548,0.707106781186547,1
25,1.4,1,4,1,0.688707052999234,1,25,3,4,0.586267864000547,1,0.688707052999234,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
12,0.65,1,4,2,0.789936743998624,2,12,7,4,0.0489208059989323,1,0.789936743998624,4,0,1,0,0,NaN,NaN,1
