code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
99,1.4,1,6,2,2.6653874460003,2,27,7,3,2.63338582799997,1,2.6653874460003,3,0,1,0,0,NaN,NaN,1
226,0.65,1,10,2,2.21826769499967,1,10,4,2,1.61719315699975,0,NaN,NaN,0,0,0,1,-0.587785252292473,0.809016994374947,1
150,0.65,1,8,2,0.881796765000217,2,6,15,3,1.11736358999997,1,0.881796765000217,3,0,1,0,0,NaN,NaN,1
134,1.4,3,6,2,0.643621343000177,2,62,10,4,1.53127794099964,1,0.643621343000177,4,0,1,0,0,NaN,NaN,1
28,1.4,1,4,2,0.727778361999754,2,28,8,4,0.275302993999958,1,0.727778361999754,4,0,1,0,0,NaN,NaN,1
26,1.4,1,4,2,1.15842896899994,2,26,5,4,0.564593959999911,1,1.15842896899994,4,0,1,0,0,NaN,NaN,1
47,0.65,3,4,2,2.28605878000008,2,47,6,4,1.07621142300013,1,2.28605878000008,4,0,1,0,0,NaN,NaN,1
81,0.65,1,6,2,0.780238368000028,2,9,9,3,0.912714671000231,1,0.780238368000028,3,0,1,0,0,NaN,NaN,1
42,1.4,3,4,2,0.722932392000075,2,42,6,4,0.432462575000045,1,0.722932392000075,4,0,1,0,0,NaN,NaN,1
78,0.65,1,6,1,2.24925619299984,1,6,3,3,0.352705392000189,1,2.24925619299984,3,1,0,0,0,-0.866025403784438,0.5,1
217,0.65,1,10,NaN,4.00065084400012,2,1,11,1,1.460227046,0,NaN,NaN,0,0,0,0,NaN,NaN,1
156,0.65,1,8,2,2.00270935200024,1,12,6,1,1.43830995100006,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,1
84,0.65,1,6,1,3.01314097700015,1,12,6,2,0.163126787000238,1,3.01314097700015,2,1,0,0,0,0.866025403784439,-0.5,1
171,1.4,1,8,2,1.07818097399968,1,27,6,3,0.781903301000057,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,1
277,0.65,3,10,1,2.63325198700022,1,61,2,1,0.247149359000105,1,2.63325198700022,1,1,0,0,0,0.587785252292473,0.809016994374947,1
174,1.4,1,8,2,0.871872524000082,1,30,4,2,1.9636075530002,0,NaN,NaN,0,0,0,1,-0.923879532511287,0.38268343236509,1
149,0.65,1,8,1,1.52231056599976,1,5,2,2,0.262998979000258,1,1.52231056599976,2,1,0,0,0,0.38268343236509,0.923879532511287,1
192,1.4,3,8,1,1.67968008099979,1,48,3,3,0.321788165000271,1,1.67968008099979,3,1,0,0,0,-0.38268343236509,0.923879532511287,1
92,1.4,1,6,2,1.73991283500027,2,20,7,2,0.822616937000021,1,1.73991283500027,2,0,1,0,0,NaN,NaN,1
NaN,1.4,1,6,2,1.20984745799979,2,28,9,2,0.735338661999776,1,1.20984745799979,2,0,1,0,0,NaN,NaN,1
33,1.4,1,4,2,1.01026823499978,1,33,4,4,0.789266889000373,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,1
38,1.4,3,4,2,0.688009211000008,2,38,5,4,0.213050803999977,1,0.688009211000008,4,0,1,0,0,NaN,NaN,1
245,1.4,1,10,2,2.07164447600007,2,29,19,2,0.979296697999871,1,2.07164447600007,2,0,1,0,0,NaN,NaN,1
124,1.4,3,6,1,1.30685195000024,1,52,3,4,0.468627537999964,1,1.30685195000024,4,1,0,0,0,-0.866025403784438,0.5,1
247,1.4,1,10,1,2.9970768180001,1,31,7,1,0.208090067000285,1,2.9970768180001,1,1,0,0,0,-0.587785252292473,-0.809016994374947,1
266,1.4,3,10,2,1.447201683,2,50,13,1,0.362738210000316,1,1.447201683,1,0,1,0,0,NaN,NaN,1
256,1.4,3,10,2,1.13888183400013,2,40,16,1,0.239741540000068,1,1.13888183400013,1,0,1,0,0,NaN,NaN,1
98,1.4,1,6,2,2.3819398390001,2,26,10,2,0.863259878999997,1,2.3819398390001,2,0,1,0,0,NaN,NaN,1
250,1.4,1,10,1,1.34450390600023,2,34,19,1,0.482146586999988,0,NaN,NaN,0,0,1,0,NaN,NaN,1
145,0.65,1,8,2,0.932719384999928,1,1,8,2,0.0907316900002115,0,NaN,NaN,0,0,0,1,0.923879532511287,-0.38268343236509,1
80,0.65,1,6,2,0.987327934999939,2,8,8,2,0.835977414999888,1,0.987327934999939,2,0,1,0,0,NaN,NaN,1
179,1.4,1,8,2,1.326095076,1,35,1,2,0.374912620000032,0,NaN,NaN,0,0,0,1,0.923879532511287,0.38268343236509,1
104,1.4,1,6,NaN,4.0030871910003,1,32,3,2,2.69273239599988,0,NaN,NaN,0,0,0,0,-0.866025403784438,0.5,1
164,1.4,1,8,1,2.31857157600007,1,20,6,1,0.87453993500003,1,2.31857157600007,1,1,0,0,0,-0.38268343236509,-0.923879532511287,1
165,1.4,1,8,1,1.24347674499995,1,21,3,3,0.575470390000191,1,1.24347674499995,3,1,0,0,0,-0.38268343236509,0.923879532511287,1
54,0.65,3,4,NaN,4.00313942900038,2,54,5,2,0.78001147499981,0,NaN,NaN,0,0,0,0,NaN,NaN,1
93,1.4,1,6,2,0.835290103000261,2,21,11,3,1.00864306499989,1,0.835290103000261,3,0,1,0,0,NaN,NaN,1
126,0.65,3,6,1,0.997231767999892,1,54,2,4,0.127854032999949,1,0.997231767999892,4,1,0,0,0,6.12323399573677e-17,1,1
230,0.65,1,10,1,1.91768821899996,2,14,17,2,0.146721351000451,0,NaN,NaN,0,0,1,0,NaN,NaN,1
237,1.4,1,10,2,3.08154649100015,2,21,14,2,0.837893077999979,1,3.08154649100015,2,0,1,0,0,NaN,NaN,1
30,1.4,1,4,2,1.76289040399979,2,30,6,4,0.183284242999889,1,1.76289040399979,4,0,1,0,0,NaN,NaN,1
248,1.4,1,10,1,1.21359083300013,1,32,3,3,1.10940354900004,1,1.21359083300013,3,1,0,0,0,6.12323399573677e-17,1,1
111,0.65,3,6,1,0.966035380999983,1,39,1,4,0.0500121609998132,1,0.966035380999983,4,1,0,0,0,0.866025403784439,0.5,1
231,0.65,1,10,1,2.26039434899985,2,15,20,2,0.651381440000023,0,NaN,NaN,0,0,1,0,NaN,NaN,1
50,1.4,3,4,2,1.8314711500002,2,50,8,3,0.499323657000332,1,1.8314711500002,3,0,1,0,0,NaN,NaN,1
9,0.65,1,4,1,1.09696329799999,1,9,3,4,0.479821812999944,1,1.09696329799999,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
249,1.4,1,10,2,1.27645126400012,2,33,12,3,1.07168534000039,1,1.27645126400012,3,0,1,0,0,NaN,NaN,1
13,0.65,1,4,1,0.836296303999916,1,13,3,4,0.0761142890000883,1,0.836296303999916,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
21,1.4,1,4,2,2.60914807499967,1,21,4,3,0.349271618999865,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,1
39,0.65,3,4,2,1.41097228399985,2,39,7,3,0.206309889000295,1,1.41097228399985,3,0,1,0,0,NaN,NaN,1
7,0.65,1,4,1,0.765582731999984,1,7,3,4,0.0839009300002544,1,0.765582731999984,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
218,0.65,1,10,1,1.31519782300029,2,2,18,2,0.306078636000166,0,NaN,NaN,0,0,1,0,NaN,NaN,1
234,0.65,1,10,2,2.03449399100009,2,18,16,2,0.424365540000053,1,2.03449399100009,2,0,1,0,0,NaN,NaN,1
48,1.4,3,4,2,0.843081707000238,2,48,8,4,0.142919456000072,1,0.843081707000238,4,0,1,0,0,NaN,NaN,1
5,0.65,1,4,2,1.09360928700016,2,5,5,3,1.47340883800007,1,1.09360928700016,3,0,1,0,0,NaN,NaN,1
178,1.4,1,8,2,1.13039751499991,1,34,4,2,0.2535030250001,0,NaN,NaN,0,0,0,1,-0.923879532511287,0.38268343236509,1
61,0.65,3,4,2,1.80207429999973,2,61,7,1,0.450893305999671,1,1.80207429999973,1,0,1,0,0,NaN,NaN,1
259,0.65,3,10,2,2.49776444000008,1,43,7,1,0.594569685999886,0,NaN,NaN,0,0,0,1,-0.587785252292473,-0.809016994374947,1
222,0.65,1,10,1,1.39195892099997,1,6,2,4,0.67681027000026,1,1.39195892099997,4,1,0,0,0,0.587785252292473,0.809016994374947,1
239,1.4,1,10,1,2.03998133499999,1,23,10,1,0.630419221000011,1,2.03998133499999,1,1,0,0,0,0.951056516295154,-0.309016994374948,1
251,1.4,1,10,1,0.920309579999866,2,35,13,2,0.560892805000094,0,NaN,NaN,0,0,1,0,NaN,NaN,1
118,1.4,3,6,2,1.70921439099993,2,46,7,3,0.652019164999729,1,1.70921439099993,3,0,1,0,0,NaN,NaN,1
2,0.65,1,4,1,0.909068208000008,1,2,2,4,0.0107185409997328,1,0.909068208000008,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
200,0.65,3,8,2,1.39169320700012,2,56,9,2,0.376920267999594,1,1.39169320700012,2,0,1,0,0,NaN,NaN,1
177,1.4,1,8,1,0.913022860999718,1,33,2,3,1.71819409199998,1,0.913022860999718,3,1,0,0,0,0.38268343236509,0.923879532511287,1
167,1.4,1,8,1,0.88379981900016,1,23,1,4,0.0386197510001693,1,0.88379981900016,4,1,0,0,0,0.923879532511287,0.38268343236509,1
262,1.4,3,10,1,1.81858380099993,1,46,1,1,0.288125172000036,1,1.81858380099993,1,1,0,0,0,0.951056516295154,0.309016994374947,1
64,0.65,3,4,1,0.930099252000218,1,64,1,4,0.0339324000001398,1,0.930099252000218,4,1,0,0,0,0.707106781186548,0.707106781186547,1
270,0.65,3,10,2,0.938934457999949,1,54,5,3,1.10227510599998,0,NaN,NaN,0,0,0,1,-0.951056516295154,0.309016994374948,1
161,0.65,1,8,2,1.40527853399999,2,17,10,1,1.20954313399989,1,1.40527853399999,1,0,1,0,0,NaN,NaN,1
278,1.4,3,10,1,1.79534708200026,2,62,14,2,0.133894041999611,0,NaN,NaN,0,0,1,0,NaN,NaN,1
110,1.4,3,6,1,1.81346073200029,2,38,12,2,1.45906481200018,0,NaN,NaN,0,0,1,0,NaN,NaN,1
18,0.65,1,4,1,2.32026691600004,1,18,4,4,0.619367121999858,1,2.32026691600004,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
27,1.4,1,4,2,0.865922181999849,2,27,7,4,0.644878291999703,1,0.865922181999849,4,0,1,0,0,NaN,NaN,1
57,1.4,3,4,2,0.732483638999838,2,57,8,4,0.21632383899987,1,0.732483638999838,4,0,1,0,0,NaN,NaN,1
10,0.65,1,4,2,2.27828534399987,1,10,4,3,0.117261892999977,0,NaN,NaN,0,0,0,1,0.707106781186547,-0.707106781186548,1
8,0.65,1,4,2,0.926306293999914,2,8,7,4,0.445403602000169,1,0.926306293999914,4,0,1,0,0,NaN,NaN,1
182,1.4,3,8,2,1.08980628000018,2,38,10,2,0.089340147999792,1,1.08980628000018,2,0,1,0,0,NaN,NaN,1
46,1.4,3,4,1,1.00614979200009,1,46,4,4,0.00884625500020775,1,1.00614979200009,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
201,1.4,3,8,1,2.03447864000009,2,57,16,2,0.414965701000256,0,NaN,NaN,0,0,1,0,NaN,NaN,1
220,0.65,1,10,1,1.63606131699999,2,4,14,1,0.712632953000139,0,NaN,NaN,0,0,1,0,NaN,NaN,1
95,1.4,1,6,2,2.69384802600007,2,23,11,2,1.91676519200018,1,2.69384802600007,2,0,1,0,0,NaN,NaN,1
74,0.65,1,6,1,0.981573045000005,1,2,4,3,0.437441758000205,1,0.981573045000005,3,1,0,0,0,-0.866025403784439,-0.5,1
113,0.65,3,6,2,2.69073386399987,1,41,1,1,2.26722045799988,0,NaN,NaN,0,0,0,1,0.866025403784439,0.5,1
160,0.65,1,8,1,1.71739534100016,2,16,12,1,0.94595241199977,0,NaN,NaN,0,0,1,0,NaN,NaN,1
6,0.65,1,4,1,1.03641942099966,1,6,2,4,0.446493872000246,1,1.03641942099966,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
23,1.4,1,4,2,1.3768321409998,2,23,5,3,0.790782529000353,1,1.3768321409998,3,0,1,0,0,NaN,NaN,1
85,0.65,1,6,2,1.02061441900014,2,13,10,3,0.841645933000109,1,1.02061441900014,3,0,1,0,0,NaN,NaN,1
176,1.4,1,8,1,0.883038682000006,1,32,2,4,0.150965968000037,1,0.883038682000006,4,1,0,0,0,0.38268343236509,0.923879532511287,1
128,0.65,3,6,1,0.806617910000114,1,56,2,3,0.529813204999755,1,0.806617910000114,3,1,0,0,0,6.12323399573677e-17,1,1
83,0.65,1,6,2,0.872701230000075,2,11,12,3,0.407141487999979,1,0.872701230000075,3,0,1,0,0,NaN,NaN,1
221,0.65,1,10,1,1.97218016900024,1,5,8,2,1.08244318800007,1,1.97218016900024,2,1,0,0,0,-1.83697019872103e-16,-1,1
229,0.65,1,10,2,1.24289546299997,2,13,16,2,1.64513425799987,1,1.24289546299997,2,0,1,0,0,NaN,NaN,1
40,1.4,3,4,2,0.788248173999818,2,40,5,4,0.899260168999717,1,0.788248173999818,4,0,1,0,0,NaN,NaN,1
168,1.4,1,8,2,1.26752410000017,2,24,9,2,0.537390992999917,1,1.26752410000017,2,0,1,0,0,NaN,NaN,1
158,0.65,1,8,2,2.91492984300021,2,14,10,1,1.35095940799965,1,2.91492984300021,1,0,1,0,0,NaN,NaN,1
75,0.65,1,6,2,1.11903608200009,2,3,9,2,0.878954263000196,1,1.11903608200009,2,0,1,0,0,NaN,NaN,1
136,0.65,3,6,2,0.797843376999936,2,64,11,2,1.43152252800019,1,0.797843376999936,2,0,1,0,0,NaN,NaN,1
244,1.4,1,10,1,1.07148984500009,1,28,3,4,0.155178677000094,1,1.07148984500009,4,1,0,0,0,6.12323399573677e-17,1,1
41,0.65,3,4,2,1.14828157000011,2,41,7,4,1.2916112490002,1,1.14828157000011,4,0,1,0,0,NaN,NaN,1
219,0.65,1,10,2,1.1802936160002,1,3,4,3,1.55180399899973,0,NaN,NaN,0,0,0,1,-0.587785252292473,0.809016994374947,1
235,1.4,1,10,1,2.86200893399973,2,19,15,1,0.70644928999991,0,NaN,NaN,0,0,1,0,NaN,NaN,1
240,1.4,1,10,1,0.869879602999845,1,24,2,4,0.610767713999849,1,0.869879602999845,4,1,0,0,0,0.587785252292473,0.809016994374947,1
166,1.4,1,8,1,2.01919246699981,2,22,13,2,0.400714101000176,0,NaN,NaN,0,0,1,0,NaN,NaN,1
14,0.65,1,4,2,0.880089643999781,2,14,6,4,0.132410488000005,1,0.880089643999781,4,0,1,0,0,NaN,NaN,1
162,0.65,1,8,1,0.822745244000089,1,18,2,4,0.0290332780000426,1,0.822745244000089,4,1,0,0,0,0.38268343236509,0.923879532511287,1
